"sample" "observation" "time" "diphtong" "speaker" "T1" "T2" "T3" "T4" "T2/T1" "T_AVG"
"1594" 66 1594 1062.5 "aU" "M" 660 1120 2442 3426 1.6969696969697 1912
"1595" 66 1595 1067.5 "aU" "M" 663 1118 2461 3398 1.68627450980392 1910
"1596" 66 1596 1072.5 "aU" "M" 670 1120 2464 3396 1.67164179104478 1912.5
"1597" 66 1597 1077.5 "aU" "M" 673 1098 2483 3387 1.63150074294205 1910.25
"1598" 66 1598 1082.5 "aU" "M" 665 1070 2499 3377 1.60902255639098 1902.75
"1599" 66 1599 1087.5 "aU" "M" 647 1049 2559 3369 1.62132921174652 1906
"1600" 66 1600 1092.5 "aU" "M" 639 1052 2612 3358 1.64632237871674 1915.25
"1601" 66 1601 1097.5 "aU" "M" 628 1035 2565 3341 1.64808917197452 1892.25
"1602" 66 1602 1102.5 "aU" "M" 615 1015 2541 3330 1.65040650406504 1875.25
"1603" 66 1603 1107.5 "aU" "M" 606 1004 2520 3315 1.65676567656766 1861.25
"1604" 66 1604 1112.5 "aU" "M" 605 1007 2534 3298 1.66446280991736 1861
"1605" 66 1605 1117.5 "aU" "M" 603 1014 2572 3280 1.68159203980099 1867.25
"1606" 66 1606 1122.5 "aU" "M" 594 994 2532 3253 1.67340067340067 1843.25
"1607" 66 1607 1127.5 "aU" "M" 597 933 2508 3254 1.56281407035176 1823
"1608" 66 1608 1132.5 "aU" "M" 588 934 2498 3229 1.58843537414966 1812.25
"1609" 66 1609 1137.5 "aU" "M" 566 965 2477 3195 1.70494699646643 1800.75
"1610" 66 1610 1142.5 "aU" "M" 542 979 2460 3211 1.80627306273063 1798
"1611" 66 1611 1147.5 "aU" "M" 536 1002 2459 3377 1.86940298507463 1843.5
"1612" 66 1612 1152.5 "aU" "M" 544 1043 2451 3373 1.91727941176471 1852.75
"1613" 66 1613 1157.5 "aU" "M" 552 1073 2499 3366 1.94384057971015 1872.5
"1614" 66 1614 1162.5 "aU" "M" 555 1070 2535 3424 1.92792792792793 1896
"1615" 66 1615 1167.5 "aU" "M" 504 1065 2571 3561 2.11309523809524 1925.25
"1616" 66 1616 1172.5 "aU" "M" 250 1015 2661 3618 4.06 1886
"1617" 67 1617 1312.5 "aI" "M" 467 992 2422 3161 2.12419700214133 1760.5
"1618" 67 1618 1317.5 "aI" "M" 495 998 2402 3171 2.01616161616162 1766.5
"1619" 67 1619 1322.5 "aI" "M" 516 1012 2380 3179 1.96124031007752 1771.75
"1620" 67 1620 1327.5 "aI" "M" 535 1030 2366 3195 1.92523364485981 1781.5
"1621" 67 1621 1332.5 "aI" "M" 556 1075 2364 3213 1.93345323741007 1802
"1622" 67 1622 1337.5 "aI" "M" 569 1126 2356 3249 1.97891036906854 1825
"1623" 67 1623 1342.5 "aI" "M" 579 1153 2350 3262 1.99136442141623 1836
"1624" 67 1624 1347.5 "aI" "M" 587 1167 2349 3285 1.98807495741056 1847
"1625" 67 1625 1352.5 "aI" "M" 593 1178 2342 3300 1.98650927487352 1853.25
"1626" 67 1626 1357.5 "aI" "M" 598 1189 2336 3308 1.98829431438127 1857.75
"1627" 67 1627 1362.5 "aI" "M" 601 1203 2328 3318 2.00166389351082 1862.5
"1628" 67 1628 1367.5 "aI" "M" 605 1228 2314 3323 2.0297520661157 1867.5
"1629" 67 1629 1372.5 "aI" "M" 610 1263 2305 3339 2.07049180327869 1879.25
"1630" 67 1630 1377.5 "aI" "M" 605 1299 2313 3348 2.14710743801653 1891.25
"1631" 67 1631 1382.5 "aI" "M" 597 1327 2320 3353 2.22278056951424 1899.25
"1632" 67 1632 1387.5 "aI" "M" 588 1351 2323 3267 2.29761904761905 1882.25
"1633" 67 1633 1392.5 "aI" "M" 578 1367 2326 3230 2.36505190311419 1875.25
"1634" 67 1634 1397.5 "aI" "M" 564 1380 2338 3217 2.4468085106383 1874.75
"1635" 67 1635 1402.5 "aI" "M" 548 1401 2348 3209 2.55656934306569 1876.5
"1636" 67 1636 1407.5 "aI" "M" 532 1429 2351 3226 2.68609022556391 1884.5
"1637" 67 1637 1412.5 "aI" "M" 518 1457 2355 3233 2.81274131274131 1890.75
"1638" 67 1638 1417.5 "aI" "M" 507 1488 2364 3235 2.93491124260355 1898.5
"1639" 67 1639 1422.5 "aI" "M" 497 1510 2384 3249 3.03822937625755 1910
"1640" 67 1640 1427.5 "aI" "M" 484 1516 2436 3337 3.13223140495868 1943.25
"1641" 67 1641 1432.5 "aI" "M" 443 1505 2476 3726 3.39729119638826 2037.5
"1642" 67 1642 1437.5 "aI" "M" 358 1507 2471 3714 4.20949720670391 2012.5
"1643" 67 1643 1442.5 "aI" "M" 279 1530 2461 3674 5.48387096774194 1986
"1644" 67 1644 1447.5 "aI" "M" 230 1565 2472 3684 6.80434782608696 1987.75
"1645" 67 1645 1452.5 "aI" "M" 207 1515 2445 3664 7.31884057971014 1957.75
"1646" 68 1646 1832.5 "aI" "M" 476 1439 2379 3343 3.02310924369748 1909.25
"1647" 68 1647 1837.5 "aI" "M" 505 1427 2290 3374 2.82574257425743 1899
"1648" 68 1648 1842.5 "aI" "M" 541 1411 2238 3365 2.60813308687616 1888.75
"1649" 68 1649 1847.5 "aI" "M" 563 1411 2224 3361 2.50621669626998 1889.75
"1650" 68 1650 1852.5 "aI" "M" 541 1419 2157 3321 2.62292051756007 1859.5
"1651" 68 1651 1857.5 "aI" "M" 573 1430 2158 3319 2.4956369982548 1870
"1652" 68 1652 1862.5 "aI" "M" 582 1424 2156 3321 2.446735395189 1870.75
"1653" 68 1653 1867.5 "aI" "M" 561 1444 2257 3301 2.57397504456328 1890.75
"1654" 68 1654 1872.5 "aI" "M" 562 1505 2236 3317 2.6779359430605 1905
"1655" 68 1655 1877.5 "aI" "M" 561 1516 2243 3300 2.70231729055258 1905
"1656" 68 1656 1882.5 "aI" "M" 555 1532 2282 3308 2.76036036036036 1919.25
"1657" 68 1657 1887.5 "aI" "M" 541 1557 2304 3317 2.87800369685767 1929.75
"1658" 68 1658 1892.5 "aI" "M" 530 1585 2343 3329 2.99056603773585 1946.75
"1659" 68 1659 1897.5 "aI" "M" 520 1620 2361 3342 3.11538461538462 1960.75
"1660" 68 1660 1902.5 "aI" "M" 505 1654 2387 3335 3.27524752475248 1970.25
"1661" 68 1661 1907.5 "aI" "M" 491 1651 2386 3310 3.36252545824847 1959.5
"1662" 68 1662 1912.5 "aI" "M" 476 1643 2350 3397 3.45168067226891 1966.5
"1663" 68 1663 1917.5 "aI" "M" 465 1611 2287 3543 3.46451612903226 1976.5
"1664" 68 1664 1922.5 "aI" "M" 415 1586 2229 3528 3.82168674698795 1939.5
"1665" 69 1665 997.5 "aI" "M" 512 1382 2437 3622 2.69921875 1988.25
"1666" 69 1666 1002.5 "aI" "M" 580 1390 2484 3480 2.39655172413793 1983.5
"1667" 69 1667 1007.5 "aI" "M" 618 1397 2481 3663 2.26051779935275 2039.75
"1668" 69 1668 1012.5 "aI" "M" 661 1407 2461 3569 2.1285930408472 2024.5
"1669" 69 1669 1017.5 "aI" "M" 693 1413 2439 3604 2.03896103896104 2037.25
"1670" 69 1670 1022.5 "aI" "M" 707 1415 2432 3538 2.001414427157 2023
"1671" 69 1671 1027.5 "aI" "M" 719 1422 2420 3529 1.97774687065369 2022.5
"1672" 69 1672 1032.5 "aI" "M" 726 1428 2409 3515 1.96694214876033 2019.5
"1673" 69 1673 1037.5 "aI" "M" 728 1434 2397 3499 1.96978021978022 2014.5
"1674" 69 1674 1042.5 "aI" "M" 725 1436 2397 3503 1.98068965517241 2015.25
"1675" 69 1675 1047.5 "aI" "M" 725 1456 2389 3428 2.00827586206897 1999.5
"1676" 69 1676 1052.5 "aI" "M" 718 1475 2387 3325 2.05431754874652 1976.25
"1677" 69 1677 1057.5 "aI" "M" 699 1474 2392 3299 2.10872675250358 1966
"1678" 69 1678 1062.5 "aI" "M" 672 1466 2399 3289 2.18154761904762 1956.5
"1679" 69 1679 1067.5 "aI" "M" 650 1474 2396 3269 2.26769230769231 1947.25
"1680" 69 1680 1072.5 "aI" "M" 633 1503 2392 3202 2.37440758293839 1932.5
"1681" 69 1681 1077.5 "aI" "M" 620 1531 2401 3216 2.46935483870968 1942
"1682" 69 1682 1082.5 "aI" "M" 608 1564 2419 3245 2.57236842105263 1959
"1683" 69 1683 1087.5 "aI" "M" 594 1601 2454 3268 2.6952861952862 1979.25
"1684" 69 1684 1092.5 "aI" "M" 578 1616 2469 3311 2.79584775086505 1993.5
"1685" 69 1685 1097.5 "aI" "M" 553 1605 2468 3367 2.90235081374322 1998.25
"1686" 69 1686 1102.5 "aI" "M" 519 1565 2450 3424 3.01541425818882 1989.5
"1687" 69 1687 1107.5 "aI" "M" 483 1537 2425 3466 3.18219461697723 1977.75
"1688" 69 1688 1112.5 "aI" "M" 441 1519 2410 3486 3.44444444444444 1964
"1689" 69 1689 1117.5 "aI" "M" 369 1485 2416 3482 4.02439024390244 1938
"1690" 70 1690 2087.5 "aI" "M" 522 1187 2530 3285 2.27394636015326 1881
"1691" 70 1691 2092.5 "aI" "M" 577 1211 2540 3178 2.09878682842288 1876.5
"1692" 70 1692 2097.5 "aI" "M" 625 1220 2542 3191 1.952 1894.5
"1693" 70 1693 2102.5 "aI" "M" 651 1220 2547 3239 1.87403993855607 1914.25
"1694" 70 1694 2107.5 "aI" "M" 645 1212 2553 3278 1.87906976744186 1922
"1695" 70 1695 2112.5 "aI" "M" 650 1210 2556 3278 1.86153846153846 1923.5
"1696" 70 1696 2117.5 "aI" "M" 656 1221 2559 3342 1.86128048780488 1944.5
"1697" 70 1697 2122.5 "aI" "M" 658 1223 2558 3357 1.85866261398176 1949
"1698" 70 1698 2127.5 "aI" "M" 661 1216 2552 3345 1.83963691376702 1943.5
"1699" 70 1699 2132.5 "aI" "M" 661 1212 2552 3586 1.83358547655068 2002.75
"1700" 70 1700 2137.5 "aI" "M" 664 1214 2551 3597 1.82831325301205 2006.5
"1701" 70 1701 2142.5 "aI" "M" 663 1225 2546 3505 1.84766214177979 1984.75
"1702" 70 1702 2147.5 "aI" "M" 663 1240 2543 3477 1.87028657616893 1980.75
"1703" 70 1703 2152.5 "aI" "M" 662 1246 2542 3456 1.8821752265861 1976.5
"1704" 70 1704 2157.5 "aI" "M" 669 1260 2526 3430 1.88340807174888 1971.25
"1705" 70 1705 2162.5 "aI" "M" 675 1273 2517 3410 1.88592592592593 1968.75
"1706" 70 1706 2167.5 "aI" "M" 681 1292 2499 3383 1.89720998531571 1963.75
"1707" 70 1707 2172.5 "aI" "M" 668 1299 2490 3460 1.94461077844311 1979.25
"1708" 70 1708 2177.5 "aI" "M" 646 1310 2492 3375 2.02786377708978 1955.75
"1709" 70 1709 2182.5 "aI" "M" 639 1322 2497 3404 2.06885758998435 1965.5
"1710" 70 1710 2187.5 "aI" "M" 636 1339 2494 3419 2.10534591194969 1972
"1711" 70 1711 2192.5 "aI" "M" 627 1366 2485 3418 2.17862838915471 1974
"1712" 70 1712 2197.5 "aI" "M" 618 1380 2462 3380 2.23300970873786 1960
"1713" 70 1713 2202.5 "aI" "M" 602 1397 2442 3314 2.32059800664452 1938.75
"1714" 70 1714 2207.5 "aI" "M" 595 1425 2431 3265 2.39495798319328 1929
"1715" 70 1715 2212.5 "aI" "M" 582 1461 2421 3246 2.51030927835052 1927.5
"1716" 70 1716 2217.5 "aI" "M" 567 1483 2412 3256 2.61552028218695 1929.5
"1717" 70 1717 2222.5 "aI" "M" 551 1509 2405 3268 2.73865698729583 1933.25
"1718" 70 1718 2227.5 "aI" "M" 528 1551 2398 3229 2.9375 1926.5
"1719" 70 1719 2232.5 "aI" "M" 515 1565 2404 3231 3.03883495145631 1928.75
"1720" 70 1720 2237.5 "aI" "M" 494 1582 2410 3230 3.20242914979757 1929
"1721" 70 1721 2242.5 "aI" "M" 475 1591 2414 3230 3.34947368421053 1927.5
"1722" 70 1722 2247.5 "aI" "M" 453 1594 2423 3275 3.51876379690949 1936.25
"1723" 70 1723 2252.5 "aI" "M" 440 1595 2428 3295 3.625 1939.5
"1724" 70 1724 2257.5 "aI" "M" 434 1590 2421 3286 3.66359447004608 1932.75
"1725" 70 1725 2262.5 "aI" "M" 427 1577 2340 3237 3.69320843091335 1895.25
"1726" 70 1726 2267.5 "aI" "M" 426 1560 2299 3211 3.66197183098592 1874
"1727" 70 1727 2272.5 "aI" "M" 415 1529 2258 3163 3.68433734939759 1841.25
"1728" 70 1728 2277.5 "aI" "M" 413 1512 2232 3147 3.66101694915254 1826
"1729" 70 1729 2282.5 "aI" "M" 382 1454 2150 3047 3.80628272251309 1758.25
"1730" 70 1730 2287.5 "aI" "M" 335 1373 2068 2978 4.09850746268657 1688.5
"1731" 71 1731 2352.5 "aI" "M" 531 1314 2419 3201 2.47457627118644 1866.25
"1732" 71 1732 2357.5 "aI" "M" 559 1342 2432 3339 2.40071556350626 1918
"1733" 71 1733 2362.5 "aI" "M" 585 1367 2443 3379 2.33675213675214 1943.5
"1734" 71 1734 2367.5 "aI" "M" 606 1379 2449 3415 2.27557755775578 1962.25
"1735" 71 1735 2372.5 "aI" "M" 618 1388 2458 3447 2.24595469255663 1977.75
"1736" 71 1736 2377.5 "aI" "M" 622 1391 2455 3472 2.23633440514469 1985
"1737" 71 1737 2382.5 "aI" "M" 623 1397 2447 3481 2.24237560192616 1987
"1738" 71 1738 2387.5 "aI" "M" 621 1408 2421 3475 2.26731078904992 1981.25
"1739" 71 1739 2392.5 "aI" "M" 610 1429 2392 3467 2.34262295081967 1974.5
"1740" 71 1740 2397.5 "aI" "M" 596 1460 2372 3463 2.4496644295302 1972.75
"1741" 71 1741 2402.5 "aI" "M" 581 1494 2352 3462 2.57142857142857 1972.25
"1742" 71 1742 2407.5 "aI" "M" 560 1524 2345 3466 2.72142857142857 1973.75
"1743" 71 1743 2412.5 "aI" "M" 539 1556 2340 3481 2.88682745825603 1979
"1744" 71 1744 2417.5 "aI" "M" 517 1576 2332 3464 3.04835589941973 1972.25
"1745" 71 1745 2422.5 "aI" "M" 495 1610 2331 3489 3.25252525252525 1981.25
"1746" 71 1746 2427.5 "aI" "M" 475 1667 2337 3551 3.50947368421053 2007.5
"1747" 71 1747 2432.5 "aI" "M" 460 1699 2326 3316 3.69347826086957 1950.25
"1748" 71 1748 2437.5 "aI" "M" 452 1730 2297 3103 3.82743362831858 1895.5
"1749" 71 1749 2442.5 "aI" "M" 459 1768 2337 3141 3.85185185185185 1926.25
"1750" 71 1750 2447.5 "aI" "M" 451 1827 2433 3180 4.0509977827051 1972.75
"1751" 71 1751 2452.5 "aI" "M" 388 1873 2507 3184 4.82731958762887 1988
"1752" 71 1752 2457.5 "aI" "M" 319 1903 2515 3235 5.96551724137931 1993
"1753" 71 1753 2462.5 "aI" "M" 170 2048 2537 3383 12.0470588235294 2034.5
"1754" 72 1754 2702.5 "aI" "M" 542 1318 2076 3501 2.43173431734317 1859.25
"1755" 72 1755 2707.5 "aI" "M" 556 1306 2084 3528 2.34892086330935 1868.5
"1756" 72 1756 2712.5 "aI" "M" 582 1296 2107 3548 2.22680412371134 1883.25
"1757" 72 1757 2717.5 "aI" "M" 618 1290 2127 3571 2.0873786407767 1901.5
"1758" 72 1758 2722.5 "aI" "M" 652 1286 2140 3561 1.97239263803681 1909.75
"1759" 72 1759 2727.5 "aI" "M" 679 1288 2160 3537 1.89690721649485 1916
"1760" 72 1760 2732.5 "aI" "M" 695 1288 2184 3512 1.85323741007194 1919.75
"1761" 72 1761 2737.5 "aI" "M" 708 1288 2209 3499 1.81920903954802 1926
"1762" 72 1762 2742.5 "aI" "M" 713 1289 2231 3500 1.80785413744741 1933.25
"1763" 72 1763 2747.5 "aI" "M" 711 1293 2261 3477 1.81856540084388 1935.5
"1764" 72 1764 2752.5 "aI" "M" 706 1303 2283 3474 1.84560906515581 1941.5
"1765" 72 1765 2757.5 "aI" "M" 698 1322 2307 3434 1.89398280802292 1940.25
"1766" 72 1766 2762.5 "aI" "M" 684 1343 2329 3454 1.96345029239766 1952.5
"1767" 72 1767 2767.5 "aI" "M" 665 1362 2345 3445 2.04812030075188 1954.25
"1768" 72 1768 2772.5 "aI" "M" 646 1381 2370 3420 2.13777089783282 1954.25
"1769" 72 1769 2777.5 "aI" "M" 627 1402 2391 3402 2.23604465709729 1955.5
"1770" 72 1770 2782.5 "aI" "M" 610 1431 2415 3396 2.34590163934426 1963
"1771" 72 1771 2787.5 "aI" "M" 595 1476 2434 3401 2.48067226890756 1976.5
"1772" 72 1772 2792.5 "aI" "M" 577 1521 2459 3407 2.63604852686308 1991
"1773" 72 1773 2797.5 "aI" "M" 551 1565 2428 3407 2.84029038112523 1987.75
"1774" 72 1774 2802.5 "aI" "M" 518 1626 2430 3402 3.13899613899614 1994
"1775" 72 1775 2807.5 "aI" "M" 475 1685 2430 3405 3.54736842105263 1998.75
"1776" 72 1776 2812.5 "aI" "M" 448 1759 2402 3395 3.92633928571429 2001
"1777" 72 1777 2817.5 "aI" "M" 439 1823 2429 3416 4.15261958997722 2026.75
"1778" 72 1778 2822.5 "aI" "M" 430 1836 2456 3449 4.26976744186047 2042.75
"1779" 72 1779 2827.5 "aI" "M" 406 1855 2461 3459 4.56896551724138 2045.25
"1780" 72 1780 2832.5 "aI" "M" 369 1879 2471 3338 5.09214092140921 2014.25
"1781" 72 1781 2837.5 "aI" "M" 345 1899 2464 3159 5.50434782608696 1966.75
"1782" 72 1782 2842.5 "aI" "M" 329 1920 2478 3164 5.83586626139818 1972.75
"1783" 72 1783 2847.5 "aI" "M" 318 1924 2499 3185 6.05031446540881 1981.5
"1784" 72 1784 2852.5 "aI" "M" 309 1909 2490 3208 6.17799352750809 1979
"1785" 72 1785 2857.5 "aI" "M" 301 1904 2471 3205 6.32558139534884 1970.25
"1786" 72 1786 2862.5 "aI" "M" 294 1908 2454 3200 6.48979591836735 1964
"1787" 72 1787 2867.5 "aI" "M" 267 1985 2487 3269 7.43445692883895 2002
"1788" 73 1788 1052.5 "OY" "M" 450 1305 2606 3379 2.9 1935
"1789" 73 1789 1057.5 "OY" "M" 467 1289 2618 3407 2.76017130620985 1945.25
"1790" 73 1790 1062.5 "OY" "M" 482 1276 2576 2855 2.64730290456432 1797.25
"1791" 73 1791 1067.5 "OY" "M" 515 1242 2620 3144 2.41165048543689 1880.25
"1792" 73 1792 1072.5 "OY" "M" 543 1181 2710 3368 2.17495395948435 1950.5
"1793" 73 1793 1077.5 "OY" "M" 546 1142 2673 3449 2.09157509157509 1952.5
"1794" 73 1794 1082.5 "OY" "M" 561 1113 2636 3453 1.98395721925134 1940.75
"1795" 73 1795 1087.5 "OY" "M" 572 1105 2637 3426 1.93181818181818 1935
"1796" 73 1796 1092.5 "OY" "M" 563 1087 2604 3411 1.93072824156306 1916.25
"1797" 73 1797 1097.5 "OY" "M" 559 1089 2558 3389 1.94812164579606 1898.75
"1798" 73 1798 1102.5 "OY" "M" 569 1085 2582 3362 1.90685413005272 1899.5
"1799" 73 1799 1107.5 "OY" "M" 572 1058 2571 3344 1.84965034965035 1886.25
"1800" 73 1800 1112.5 "OY" "M" 587 1037 2523 3305 1.76660988074957 1863
"1801" 73 1801 1117.5 "OY" "M" 665 1056 2510 3200 1.58796992481203 1857.75
"1802" 73 1802 1122.5 "OY" "M" 708 1118 2519 3253 1.57909604519774 1899.5
"1803" 73 1803 1127.5 "OY" "M" 650 1153 2502 3274 1.77384615384615 1894.75
"1804" 73 1804 1132.5 "OY" "M" 617 1164 2490 3232 1.88654781199352 1875.75
"1805" 73 1805 1137.5 "OY" "M" 639 1173 2471 3183 1.83568075117371 1866.5
"1806" 73 1806 1142.5 "OY" "M" 641 1181 2439 3199 1.84243369734789 1865
"1807" 73 1807 1147.5 "OY" "M" 638 1189 2426 3206 1.86363636363636 1864.75
"1808" 73 1808 1152.5 "OY" "M" 622 1198 2478 3176 1.92604501607717 1868.5
"1809" 73 1809 1157.5 "OY" "M" 596 1211 2508 3146 2.03187919463087 1865.25
"1810" 73 1810 1162.5 "OY" "M" 584 1223 2487 3118 2.09417808219178 1853
"1811" 73 1811 1167.5 "OY" "M" 575 1233 2475 3121 2.14434782608696 1851
"1812" 73 1812 1172.5 "OY" "M" 558 1241 2462 3177 2.22401433691756 1859.5
"1813" 73 1813 1177.5 "OY" "M" 549 1248 2446 3180 2.27322404371585 1855.75
"1814" 73 1814 1182.5 "OY" "M" 548 1247 2395 3128 2.27554744525547 1829.5
"1815" 73 1815 1187.5 "OY" "M" 536 1244 2371 3129 2.32089552238806 1820
"1816" 73 1816 1192.5 "OY" "M" 514 1233 2389 3097 2.3988326848249 1808.25
"1817" 73 1817 1197.5 "OY" "M" 495 1219 2406 3059 2.46262626262626 1794.75
"1818" 73 1818 1202.5 "OY" "M" 464 1205 2446 3063 2.59698275862069 1794.5
"1819" 73 1819 1207.5 "OY" "M" 405 1164 2551 3085 2.87407407407407 1801.25
"1820" 73 1820 1212.5 "OY" "M" 375 1114 2645 3101 2.97066666666667 1808.75
"1821" 74 1821 1522.5 "aU" "M" 647 1092 2496 3450 1.68778979907264 1921.25
"1822" 74 1822 1527.5 "aU" "M" 633 1041 2528 3446 1.64454976303318 1912
"1823" 74 1823 1532.5 "aU" "M" 614 1048 2584 3442 1.70684039087948 1922
"1824" 74 1824 1537.5 "aU" "M" 596 1044 2621 3407 1.75167785234899 1917
"1825" 74 1825 1542.5 "aU" "M" 604 1040 2663 3453 1.72185430463576 1940
"1826" 74 1826 1547.5 "aU" "M" 609 1030 2693 3376 1.69129720853859 1927
"1827" 74 1827 1552.5 "aU" "M" 607 1012 2727 3334 1.667215815486 1920
"1828" 74 1828 1557.5 "aU" "M" 606 997 2753 3308 1.64521452145215 1916
"1829" 74 1829 1562.5 "aU" "M" 605 973 2763 3322 1.60826446280992 1915.75
"1830" 74 1830 1567.5 "aU" "M" 603 942 2760 3295 1.56218905472637 1900
"1831" 74 1831 1572.5 "aU" "M" 597 913 2752 3272 1.52931323283082 1883.5
"1832" 74 1832 1577.5 "aU" "M" 587 895 2754 3264 1.52470187393526 1875
"1833" 74 1833 1582.5 "aU" "M" 576 888 2743 3234 1.54166666666667 1860.25
"1834" 74 1834 1587.5 "aU" "M" 564 883 2741 3234 1.56560283687943 1855.5
"1835" 74 1835 1592.5 "aU" "M" 553 883 2752 3245 1.59674502712477 1858.25
"1836" 74 1836 1597.5 "aU" "M" 544 883 2748 3247 1.62316176470588 1855.5
"1837" 74 1837 1602.5 "aU" "M" 532 883 2736 3274 1.65977443609023 1856.25
"1838" 74 1838 1607.5 "aU" "M" 516 882 2724 3260 1.7093023255814 1845.5
"1839" 74 1839 1612.5 "aU" "M" 495 883 2709 3257 1.78383838383838 1836
"1840" 74 1840 1617.5 "aU" "M" 473 893 2700 3250 1.88794926004228 1829
"1841" 74 1841 1622.5 "aU" "M" 456 922 2703 3242 2.0219298245614 1830.75
"1842" 74 1842 1627.5 "aU" "M" 452 950 2708 3243 2.10176991150442 1838.25
"1843" 74 1843 1632.5 "aU" "M" 452 972 2694 3248 2.15044247787611 1841.5
"1844" 74 1844 1637.5 "aU" "M" 449 990 2669 3251 2.20489977728285 1839.75
"1845" 74 1845 1642.5 "aU" "M" 434 1001 2666 3394 2.30645161290323 1873.75
"1846" 74 1846 1647.5 "aU" "M" 411 1010 2617 3465 2.45742092457421 1875.75
"1847" 74 1847 1652.5 "aU" "M" 380 1017 2681 3501 2.67631578947368 1894.75
"1848" 74 1848 1657.5 "aU" "M" 323 1006 3008 3513 3.11455108359133 1962.5
"1849" 75 1849 1007.5 "aI" "M" 685 1483 2288 3463 2.16496350364964 1979.75
"1850" 75 1850 1012.5 "aI" "M" 709 1491 2337 3718 2.10296191819464 2063.75
"1851" 75 1851 1017.5 "aI" "M" 745 1503 2370 3848 2.01744966442953 2116.5
"1852" 75 1852 1022.5 "aI" "M" 716 1498 2342 3902 2.09217877094972 2114.5
"1853" 75 1853 1027.5 "aI" "M" 747 1459 2337 3844 1.95314591700134 2096.75
"1854" 75 1854 1032.5 "aI" "M" 753 1436 2333 3727 1.9070385126162 2062.25
"1855" 75 1855 1037.5 "aI" "M" 735 1443 2335 3691 1.96326530612245 2051
"1856" 75 1856 1042.5 "aI" "M" 746 1463 2352 3619 1.96112600536193 2045
"1857" 75 1857 1047.5 "aI" "M" 764 1503 2380 3478 1.96727748691099 2031.25
"1858" 75 1858 1052.5 "aI" "M" 767 1525 2390 3392 1.98826597131682 2018.5
"1859" 75 1859 1057.5 "aI" "M" 754 1544 2402 3404 2.04774535809019 2026
"1860" 75 1860 1062.5 "aI" "M" 725 1568 2422 3417 2.16275862068965 2033
"1861" 75 1861 1067.5 "aI" "M" 691 1593 2446 3425 2.30535455861071 2038.75
"1862" 75 1862 1072.5 "aI" "M" 652 1632 2472 3433 2.50306748466258 2047.25
"1863" 75 1863 1077.5 "aI" "M" 618 1684 2497 3432 2.72491909385113 2057.75
"1864" 75 1864 1082.5 "aI" "M" 591 1722 2515 3411 2.91370558375635 2059.75
"1865" 75 1865 1087.5 "aI" "M" 561 1769 2516 3401 3.15329768270945 2061.75
"1866" 75 1866 1092.5 "aI" "M" 539 1802 2510 3428 3.34322820037106 2069.75
"1867" 75 1867 1097.5 "aI" "M" 531 1813 2502 3179 3.41431261770245 2006.25
"1868" 75 1868 1102.5 "aI" "M" 531 1822 2502 3119 3.43126177024482 1993.5
"1869" 75 1869 1107.5 "aI" "M" 527 1828 2500 3091 3.46869070208729 1986.5
"1870" 75 1870 1112.5 "aI" "M" 506 1808 2489 3574 3.57312252964427 2094.25
"1871" 75 1871 1117.5 "aI" "M" 469 1767 2466 3568 3.76759061833689 2067.5
"1872" 75 1872 1122.5 "aI" "M" 409 1721 2421 3544 4.2078239608802 2023.75
"1873" 76 1873 1782.5 "aU" "M" 484 1069 2641 3505 2.20867768595041 1924.75
"1874" 76 1874 1787.5 "aU" "M" 497 1046 2641 3496 2.1046277665996 1920
"1875" 76 1875 1792.5 "aU" "M" 513 1038 2655 3417 2.0233918128655 1905.75
"1876" 76 1876 1797.5 "aU" "M" 529 1037 2668 3365 1.96030245746692 1899.75
"1877" 76 1877 1802.5 "aU" "M" 541 1036 2683 3348 1.91497227356747 1902
"1878" 76 1878 1807.5 "aU" "M" 553 1034 2703 3335 1.86980108499096 1906.25
"1879" 76 1879 1812.5 "aU" "M" 562 1035 2715 3330 1.84163701067616 1910.5
"1880" 76 1880 1817.5 "aU" "M" 570 1036 2722 3328 1.81754385964912 1914
"1881" 76 1881 1822.5 "aU" "M" 579 1039 2728 3326 1.79447322970639 1918
"1882" 76 1882 1827.5 "aU" "M" 585 1034 2733 3332 1.76752136752137 1921
"1883" 76 1883 1832.5 "aU" "M" 586 1023 2750 3344 1.7457337883959 1925.75
"1884" 76 1884 1837.5 "aU" "M" 586 1010 2770 3351 1.72354948805461 1929.25
"1885" 76 1885 1842.5 "aU" "M" 587 994 2786 3349 1.69335604770017 1929
"1886" 76 1886 1847.5 "aU" "M" 590 979 2792 3347 1.65932203389831 1927
"1887" 76 1887 1852.5 "aU" "M" 586 958 2808 3346 1.63481228668942 1924.5
"1888" 76 1888 1857.5 "aU" "M" 575 938 2832 3344 1.63130434782609 1922.25
"1889" 76 1889 1862.5 "aU" "M" 550 911 2864 3342 1.65636363636364 1916.75
"1890" 76 1890 1867.5 "aU" "M" 512 885 2907 3338 1.728515625 1910.5
"1891" 76 1891 1872.5 "aU" "M" 478 864 2961 3327 1.80753138075314 1907.5
"1892" 76 1892 1877.5 "aU" "M" 448 842 1864 3053 1.87946428571429 1551.75
"1893" 76 1893 1882.5 "aU" "M" 424 821 1912 3244 1.93632075471698 1600.25
"1894" 76 1894 1887.5 "aU" "M" 410 818 1951 3232 1.99512195121951 1602.75
