"sample" "diphthong" "speaker" "T1_0." "T1_10." "T1_20." "T1_30." "T1_40." "T1_50." "T1_60." "T1_70." "T1_80." "T1_90." "T1_100." "T2_0." "T2_10." "T2_20." "T2_30." "T2_40." "T2_50." "T2_60." "T2_70." "T2_80." "T2_90." "T2_100." "T3_0." "T3_10." "T3_20." "T3_30." "T3_40." "T3_50." "T3_60." "T3_70." "T3_80." "T3_90." "T3_100." "T4_0." "T4_10." "T4_20." "T4_30." "T4_40." "T4_50." "T4_60." "T4_70." "T4_80." "T4_90." "T4_100."
"44" 44 "OY" "M" 465 483.525423728814 517.745762711864 532.542372881356 524.779661016949 502.559322033898 468.677966101695 439.067796610169 425.016949152542 422.745762711864 366 959 969 962 994.237288135593 1025.66101694915 1068.72881355932 1112.38983050847 1203.01694915254 1294.89830508475 1450.67796610169 1438 2295 2194.32203389831 2126.67796610169 2048.8813559322 2015.94915254237 2009.86440677966 2024.91525423729 2015.93220338983 2020.72881355932 2086.61016949153 2080 3221 3188.33898305085 3168.81355932203 3134.74576271186 3136.8813559322 3129.13559322034 3094.28813559322 2999.35593220339 2989.06779661017 3005.27118644068 3100
"45" 45 "aI" "M" 609 634.271186440678 655.813559322034 691.983050847458 675.593220338983 630.491525423729 578.457627118644 546.050847457627 466.338983050847 278.084745762712 176 1396 1358.40677966102 1364.06779661017 1374.25423728814 1420.61016949153 1471.06779661017 1597.5593220339 1667.93220338983 1710.45762711864 1684.57627118644 1822 2532 2441.22033898305 2417.03389830508 2378 2384.84745762712 2384.05084745763 2407.93220338983 2372.71186440678 2424.83050847458 2514.71186440678 2931 3661 3465.40677966102 3278.22033898305 3223.06779661017 3264.94915254237 3376.01694915254 3439.57627118644 3353.72881355932 3629.74576271186 3956.1186440678 3984
"46" 46 "aI" "M" 515 564.728813559322 591.508474576271 595.593220338983 596.457627118644 582.440677966102 544.949152542373 504.593220338983 476.593220338983 445.254237288136 394 1130 1214.96610169492 1309.76271186441 1336.96610169492 1380.23728813559 1444.18644067797 1485.23728813559 1544.71186440678 1586.32203389831 1583.96610169492 1547 2094 2291.59322033898 2398.25423728814 2383.03389830508 2385.83050847458 2406.61016949153 2407 2405.79661016949 2367.69491525424 2269.57627118644 2159 3277 3355.84745762712 3367.13559322034 3369.38983050847 3299.74576271186 3295.30508474576 3266.84745762712 3238.98305084746 3191.91525423729 3145.33898305085 3048
"47" 47 "aU" "M" 462 499.491525423729 522.71186440678 545.067796610169 565.338983050847 573.677966101695 569.372881355932 563.203389830509 530.559322033898 480.830508474576 415 1089 1057.18644067797 1050 1051.81355932203 1045.03389830508 1011.47457627119 971.983050847458 957.305084745763 945.830508474576 938.118644067797 934 2344 2344.4406779661 2395.38983050847 2493.83050847458 2565.81355932203 2620.8813559322 2609.03389830508 2560.50847457627 2559.35593220339 2551.28813559322 2500 3236 3069.30508474576 2913.13559322034 3000.61016949153 3022.50847457627 3300.67796610169 3368.5593220339 3339.81355932203 3301.81355932203 3295.79661016949 3250
"48" 48 "aI" "M" 529 592.186440677966 654.966101694915 700.71186440678 687.152542372881 712.440677966102 684.661016949153 635.118644067797 561.050847457627 462.779661016949 213 1351 1304.66101694915 1289.30508474576 1302.62711864407 1417.20338983051 1439.01694915254 1516.71186440678 1658.61016949153 1723.20338983051 1787.01694915254 1663 2559 2573.72881355932 2552.52542372881 2520.96610169492 2345.4406779661 2422.01694915254 2443.57627118644 2490.52542372881 2524.84745762712 2524.86440677966 2451 3402 3424.20338983051 3390.81355932203 3384.06779661017 3216.27118644068 3390.62711864407 3383.83050847458 3380.54237288136 3499.4406779661 3670.8813559322 3677
"49" 49 "aI" "M" 458 541.491525423729 614.966101694915 657 651.135593220339 650.796610169491 614.728813559322 579.915254237288 555.016949152542 532.033898305085 493 1525 1508.62711864407 1482.59322033898 1478.79661016949 1485.57627118644 1533.72881355932 1580.8813559322 1634.83050847458 1698.40677966102 1702.25423728814 1660 2392 2338.27118644068 2331.4406779661 2274.64406779661 2233.94915254237 2276.27118644068 2338.27118644068 2383.16949152542 2430.25423728814 2429.03389830508 2407 3308 3318.98305084746 3178.76271186441 3136.89830508475 3189.5593220339 3177.50847457627 3219.18644067797 3554.81355932203 3428.67796610169 3339.47457627119 3277
"50" 50 "aI" "M" 539 602.440677966102 668.779661016949 693.576271186441 701.203389830509 689.050847457627 625.508474576271 599.559322033898 508.576271186441 424.474576271186 339 1342 1288.71186440678 1279.47457627119 1287.01694915254 1333.61016949153 1396.08474576271 1464.67796610169 1602.61016949153 1736.66101694915 1822.89830508475 1790 2175 2260.16949152542 2332.83050847458 2342.4406779661 2349.49152542373 2327.38983050847 2308.50847457627 2315.25423728814 2237.83050847458 2326.47457627119 2256 3243 3347.4406779661 3314.1186440678 3269.4406779661 3264.50847457627 3283.1186440678 3301.54237288136 3295.50847457627 3327.61016949153 3358.20338983051 3387
"51" 51 "aI" "M" 656 585.457627118644 641.423728813559 683.677966101695 647.169491525424 640.508474576271 557.864406779661 513.389830508475 479.016949152542 457.016949152542 415 1237 1246.25423728814 1378.35593220339 1361 1374.25423728814 1461.35593220339 1557.03389830508 1699.45762711864 1827.40677966102 1806.54237288136 1879 1829 2355.40677966102 2229.50847457627 2273.83050847458 2297.30508474576 2272.45762711864 2417.35593220339 2416.45762711864 2394.1186440678 2326.22033898305 2125 2930 3577.69491525424 3489.45762711864 3426.91525423729 3492.42372881356 3234.94915254237 3417 3328.38983050847 3302.5593220339 3322.45762711864 3343
"52" 52 "aU" "M" 680 680 680.474576271186 679.28813559322 644.152542372881 613.050847457627 567.237288135593 528.220338983051 498.203389830508 487.745762711864 475 1059 1098.69491525424 1065.96610169492 1040.57627118644 1016.66101694915 990.440677966102 916.305084745763 868.016949152542 828.745762711864 815.508474576271 820 2313 2405.84745762712 2455.45762711864 2478.57627118644 2523.84745762712 2580.40677966102 2650.84745762712 2668.18644067797 2230.23728813559 2027.89830508475 2074 3416 3202.91525423729 3247.42372881356 3254.8813559322 3280.77966101695 3267.57627118644 3271.91525423729 3274.01694915254 3113.30508474576 3179.69491525424 3236
"53" 53 "aI" "M" 506 561.593220338983 590.28813559322 609.372881355932 621.745762711864 604.932203389831 585.237288135593 582 554.762711864407 502.966101694915 428 1526 1484.22033898305 1471.33898305085 1484.83050847458 1512.33898305085 1574.89830508475 1603.77966101695 1635.71186440678 1714.89830508475 1725.03389830508 1679 2510 2283.69491525424 2199.37288135593 2210.33898305085 2254.77966101695 2262.83050847458 2224.1186440678 2232.22033898305 2301.61016949153 2310.98305084746 2230 3444 3445.64406779661 3419.01694915254 3429.40677966102 3407.74576271186 3397.10169491525 3503.74576271186 3571.42372881356 3595.08474576271 3607.74576271186 3602
"54" 54 "aU" "M" 679 660.406779661017 640.762711864407 614.440677966102 583.338983050847 561.389830508475 546.033898305085 530.694915254237 493.101694915254 449.322033898305 256 1106 1124.25423728814 1126.27118644068 1103.06779661017 1052.32203389831 1031.69491525424 1037.71186440678 1075.03389830508 1105.49152542373 1127.28813559322 1100 2522 2599.94915254237 2628.45762711864 2665.32203389831 2710.49152542373 2739.62711864407 2731.91525423729 2694.69491525424 2712.81355932203 2733.08474576271 2724 3489 3319.81355932203 3281.94915254237 3277.40677966102 3308.94915254237 3336.30508474576 3334.4406779661 3302.32203389831 3450.76271186441 3490.45762711864 3649
"55" 55 "aI" "M" 539 560.28813559322 577.118644067797 607.389830508475 618.28813559322 593.661016949153 552.64406779661 496.220338983051 469.661016949153 422.796610169491 377 1313 1264.08474576271 1252.77966101695 1300.49152542373 1354.94915254237 1410.33898305085 1492.98305084746 1596.1186440678 1643.22033898305 1640.18644067797 1769 2496 2622.03389830508 1973.94915254237 2334.08474576271 2407.71186440678 2400.81355932203 2363.15254237288 2359.38983050847 2348.49152542373 2400.52542372881 3030 3555 3448.01694915254 2829.61016949152 3392.22033898305 3301.89830508475 3256.66101694915 3201.42372881356 3260.50847457627 3293.84745762712 3398.77966101695 3347.97193702943
"56" 56 "aI" "M" 553 567.35593220339 599.237288135593 628.033898305085 635.542372881356 630.254237288136 595.28813559322 536.423728813559 491.966101694915 411 320 1126 1144.38983050847 1213.96610169492 1233.66101694915 1258.67796610169 1331.18644067797 1396.64406779661 1417.64406779661 1472.81355932203 1527.27118644068 1479 2319 2288.22033898305 2239.37288135593 2214.30508474576 2178.94915254237 2194.52542372881 2225.76271186441 2186.57627118644 2226.91525423729 2320 2307 3292 3298.16949152542 3341.77966101695 3368.84745762712 3387.8813559322 3377.15254237288 3399.52542372881 3431.33898305085 3488.40677966102 3536.40677966102 3551
"57" 57 "aI" "M" 561 600.508474576271 631.271186440678 649.983050847458 655 651.440677966102 645.457627118644 608.169491525424 531.35593220339 466.271186440678 426 1196 1220.61016949153 1236.84745762712 1262.25423728814 1304.38983050847 1344.10169491525 1391.01694915254 1460.15254237288 1511.16949152542 1573.28813559322 1526 2292 2320.66101694915 2313.8813559322 2262.61016949153 2241.71186440678 2197.76271186441 2191.23728813559 2220.98305084746 2262.4406779661 2331 2299 2963 3068.25423728814 3224.66101694915 3241.15254237288 3216.23728813559 3266.30508474576 3195.86440677966 3237.42372881356 3279.32203389831 3483.06779661017 3543
"58" 58 "aI" "M" 491 667 640.830508474576 636.745762711864 659 635.152542372881 620.135593220339 554.694915254237 476.576271186441 446.186440677966 415 1545 1440.35593220339 1413.96610169492 1390.50847457627 1440.40677966102 1547.96610169492 1710.8813559322 1774.91525423729 1849.05084745763 1863.30508474576 1630 2283 2084.69491525424 2072.66101694915 2080.69491525424 2207.30508474576 2355.01694915254 2494.91525423729 2530 2565.86440677966 2445.59322033898 2167 3594 3422.54237288136 3494.98305084746 3444.01694915254 3416.89830508475 3449.5593220339 3540.13559322034 3589.93220338983 3613.16949152542 3635.64406779661 3591
"59" 59 "OY" "M" 462 525.898305084746 537.898305084746 560.423728813559 571 574.372881355932 574.542372881356 547.881355932203 473.203389830508 381.762711864407 284 1320 1161.77966101695 1061.50847457627 1070.42372881356 1087.98305084746 1141.10169491525 1201.79661016949 1357.33898305085 1445.5593220339 1568.08474576271 1504 2355 2325.57627118644 2366.49152542373 2430.84745762712 2409.1186440678 2344.52542372881 2253.66101694915 2236.42372881356 2234.45762711864 2367.47457627119 2226 3096 3114.74576271186 3073.25423728814 3112.84745762712 3066.81355932203 3013.54237288136 3008.64406779661 3043.49152542373 3113.45762711864 3206.81355932203 3242
"60" 60 "aI" "M" 542 581.169491525424 597.28813559322 619.932203389831 615.389830508475 609.559322033898 557.661016949153 522.050847457627 517.135593220339 487.237288135593 425 1079 1176.71186440678 1253.49152542373 1318.22033898305 1358.15254237288 1405.79661016949 1452.74576271186 1503.28813559322 1578.10169491525 1616.18644067797 1444 2003 2039.40677966102 2111.54237288136 2161.67796610169 2207.49152542373 2211.42372881356 2244.84745762712 1941.67796610169 2331.50847457627 2407.30508474576 1962 3059 3181.13559322034 3274.13559322034 3280.57627118644 3347.01694915254 3556.67796610169 3490.4406779661 2458.45762711864 3149.54237288136 3537.01694915254 2398
"61" 61 "aI" "M" 501 537.64406779661 574.983050847458 616.796610169491 653.152542372881 643.966101694915 613.983050847458 576.661016949153 561.271186440678 550.932203389831 577 1104 1115.76271186441 1156.38983050847 1184.93220338983 1217.01694915254 1278.30508474576 1379.77966101695 1462.79661016949 1540.76271186441 1611.91525423729 1665 2303 2345.72881355932 2388.57627118644 2350.69491525424 2303.94915254237 2288.79661016949 2321.8813559322 2346.23728813559 2345.25423728814 2379.52542372881 2410 3275 3398.52542372881 3375.91525423729 3384.35593220339 3370.42372881356 3382.91525423729 3339.64406779661 3256.05084745763 3198.91525423729 3222.83050847458 3313
"62" 62 "aU" "M" 749 682.881355932203 626.186440677966 600.71186440678 563.576271186441 520.915254237288 439.610169491525 451 393.576271186441 309.610169491526 530.605504587156 1143 1118.69491525424 1080.37288135593 1028.18644067797 959.525423728814 892.728813559322 858.525423728814 853.067796610169 958.508474576271 1007.05084745763 1089 2416 2459.06779661017 2502.30508474576 2527.83050847458 2538.01694915254 2523.94915254237 2505.38983050847 2527.08474576271 2570.47457627119 2600.40677966102 2130 3355 3350.79661016949 3347.79661016949 3278.23728813559 3198.22033898305 3100.8813559322 3096.30508474576 3243.49152542373 3149 3414.1186440678 3431
"63" 63 "aU" "M" 478 514.71186440678 520.949152542373 526.135593220339 535.847457627119 526.627118644068 513.033898305085 502.372881355932 452.152542372881 245.949152542373 530.605504587156 1039 1039.59322033898 980.983050847458 955.016949152542 955.796610169491 957.677966101695 963.64406779661 929.745762711864 929.779661016949 905.779661016949 991 2453 2530.94915254237 2535.94915254237 2539.57627118644 2540.20338983051 2555.06779661017 2567.71186440678 2589.32203389831 2597.50847457627 2685.37288135593 2322 3366 3310.27118644068 3276.52542372881 3244.59322033898 3247.23728813559 3232.03389830508 3222.16949152542 3226.67796610169 3216.91525423729 3226.45762711864 3156
"64" 64 "aI" "M" 479 546.338983050847 571.152542372881 566.271186440678 557.28813559322 556.169491525424 548.474576271186 531.728813559322 511.28813559322 500.796610169492 453 1105 1203.06779661017 1266.05084745763 1299.35593220339 1351.8813559322 1423.57627118644 1457.57627118644 1489.72881355932 1561.69491525424 1578.71186440678 1567 2040 2023.20338983051 2060.01694915254 2121.03389830508 2218.15254237288 2294.1186440678 2364.33898305085 2426.35593220339 2445 2396.49152542373 2295 3386 3228.38983050847 3277.16949152542 3439.32203389831 3432.72881355932 3449.20338983051 3463.52542372881 3461.25423728814 3474.10169491525 3519.83050847458 3557
"65" 65 "aU" "M" 459 494.084745762712 553.338983050847 565.050847457627 562.508474576271 577.28813559322 576.169491525424 561.813559322034 507.966101694915 448.932203389831 316 1355 1308.84745762712 1326.52542372881 1256.49152542373 1207.98305084746 1175.30508474576 1124.72881355932 1062.83050847458 1029.64406779661 1034.38983050847 991 2624 2519.30508474576 2474.05084745763 2409.42372881356 2361.23728813559 2336.98305084746 2402.08474576271 2426.84745762712 2453.59322033898 2473.35593220339 2420 3503 3553.84745762712 3528 3355.69491525424 3384 3247.37288135593 3229.03389830508 3378.69491525424 3315.37288135593 3258 3321
"66" 66 "aU" "M" 569 625.050847457627 643.033898305085 664.067796610169 661.338983050847 624.694915254237 604.389830508475 593.796610169491 539.559322033898 553.372881355932 250 1136 1202.23728813559 1152.98305084746 1118.30508474576 1065.72881355932 1029.91525423729 1009.13559322034 933.35593220339 988.35593220339 1071.62711864407 1015 2373 2447.05084745763 2418.59322033898 2461.45762711864 2511.20338983051 2558.89830508475 2545.59322033898 2504.4406779661 2459.59322033898 2515.47457627119 2661 3474 3494.25423728814 3444.16949152542 3397.69491525424 3375.37288135593 3338.20338983051 3292.50847457627 3245.10169491525 3278.52542372881 3392.54237288136 3618
"67" 67 "aI" "M" 467 532.101694915254 575.949152542373 595.71186440678 606.949152542373 594.864406779661 562.64406779661 518.949152542373 486.864406779661 308.457627118644 207 992 1027.25423728814 1144.76271186441 1183.96610169492 1241.64406779661 1332.69491525424 1381.77966101695 1455.10169491525 1514.67796610169 1521.42372881356 1515 2422 2368.13559322034 2351.83050847458 2338.74576271186 2310.49152542373 2320.71186440678 2338.84745762712 2354.72881355932 2424.54237288136 2464.72881355932 2445 3161 3192.5593220339 3258.03389830508 3304.33898305085 3329.23728813559 3332.59322033898 3216.32203389831 3232.52542372881 3317.61016949153 3688.91525423729 3664
"68" 68 "aI" "M" 476 534.898305084746 548.457627118644 577.423728813559 561.322033898305 560.084745762712 541.237288135593 521.864406779661 495.983050847458 470.779661016949 415 1439 1413.71186440678 1416.28813559322 1427.05084745763 1463.64406779661 1518.4406779661 1556.57627118644 1613.47457627119 1652.06779661017 1627.81355932203 1586 2379 2246.81355932203 2179.71186440678 2157.01694915254 2250.23728813559 2248.94915254237 2303.62711864407 2357.64406779661 2386.35593220339 2320.10169491525 2229 3343 3366.52542372881 3334.5593220339 3319.98305084746 3306.15254237288 3301.22033898305 3316.84745762712 3339.57627118644 3318.89830508475 3466.28813559322 3528
"69" 69 "aI" "M" 512 636.949152542373 705.338983050847 726.64406779661 725 693.508474576271 639.050847457627 606.813559322034 564.864406779661 484.220338983051 369 1382 1401.40677966102 1414.76271186441 1429.93220338983 1451.25423728814 1472.37288135593 1492.67796610169 1567.13559322034 1610.22033898305 1537.94915254237 1485 2437 2472.18644067797 2432.83050847458 2405.13559322034 2390.89830508475 2393.42372881356 2393.42372881356 2421.96610169492 2468.47457627119 2425.84745762712 2416 3622 3621.57627118644 3545.83050847458 3509.84745762712 3445.79661016949 3296.96610169492 3225.84745762712 3246.94915254237 3340.42372881356 3464.57627118644 3482
"70" 70 "aI" "M" 522 645.338983050847 661 662.796610169491 677.474576271186 632.949152542373 589.71186440678 521.830508474576 445.949152542373 419.28813559322 335 1187 1211.86440677966 1215.45762711864 1241.22033898305 1293.89830508475 1348.15254237288 1439.64406779661 1557.64406779661 1594.54237288136 1541.08474576271 1373 2530 2553.20338983051 2552 2542.79661016949 2496.5593220339 2490.94915254237 2426.93220338983 2400.84745762712 2425.71186440678 2273.98305084746 2068 3285 3278 3377.67796610169 3472.72881355932 3403.8813559322 3418.66101694915 3257.27118644068 3229.94915254237 3285.84745762712 3181.71186440678 2978
"71" 71 "aI" "M" 531 589.983050847458 619.898305084746 621.576271186441 596.71186440678 556.084745762712 507.677966101695 465.084745762712 458.28813559322 378.64406779661 170 1314 1369.84745762712 1389.42372881356 1404.83050847458 1458.42372881356 1529.96610169492 1590.40677966102 1688.15254237288 1764.13559322034 1877.06779661017 2048 2419 2444.42372881356 2456.57627118644 2428.49152542373 2373.01694915254 2344.06779661017 2331.57627118644 2329.72881355932 2332.93220338983 2508.08474576271 2537 3201 3387.54237288136 3458.86440677966 3476.72881355932 3463.20338983051 3468.79661016949 3474.59322033898 3395.66101694915 3137.13559322034 3190.91525423729 3383
"72" 72 "aI" "M" 542 630.101694915254 704.254237288136 705.457627118644 656.949152542373 598.305084745763 512.169491525424 434.576271186441 348.661016949153 307.372881355932 267 1318 1288.57627118644 1288 1304.28813559322 1370.05084745763 1466.08474576271 1634 1829.38983050847 1895.94915254237 1907.98305084746 1985 2076 2131.62711864407 2201.79661016949 2284.62711864407 2355.59322033898 2429.81355932203 2430 2442.27118644068 2465.06779661017 2486.13559322034 2487 3501 3567.4406779661 3502.74576271186 3471.28813559322 3434.40677966102 3399.89830508475 3402.40677966102 3432.22033898305 3186.30508474576 3207.38983050847 3269
"73" 73 "OY" "M" 450 522.118644067797 566.593220338983 566.627118644068 665.728813559322 622.966101694915 629.593220338983 576.983050847458 547.593220338983 486.067796610169 375 1305 1226.49152542373 1108.93220338983 1085.94915254237 1057.05084745763 1166.4406779661 1193.72881355932 1230.79661016949 1246.89830508475 1214.96610169492 1114 2606 2642.8813559322 2636.50847457627 2576.30508474576 2510.15254237288 2484.84745762712 2453.32203389831 2477.64406779661 2394.18644067797 2417.52542372881 2645 3379 3200.94915254237 3439.27118644068 3368.40677966102 3200.89830508475 3218.71186440678 3190.23728813559 3120.33898305085 3128.03389830508 3060.15254237288 3101
"74" 74 "aU" "M" 647 600.576271186441 608.016949152542 604.525423728814 587.169491525424 555.983050847458 524.406779661017 469.254237288136 452 417.627118644068 323 1092 1045.01694915254 1021.15254237288 965.64406779661 895.305084745763 883 882.525423728814 899.389830508475 971.254237288136 1007.40677966102 1006 2496 2611.59322033898 2709.71186440678 2762.28813559322 2753.96610169492 2749.01694915254 2730.30508474576 2700.66101694915 2694.47457627119 2631.1186440678 3008 3450 3415.89830508475 3355.35593220339 3315.59322033898 3264.13559322034 3242.01694915254 3267.35593220339 3248.23728813559 3247.83050847458 3444.54237288136 3513
"75" 75 "aI" "M" 685 735.169491525424 751.067796610169 746.305084745763 762.372881355932 701.372881355932 617.084745762712 552.796610169491 531 504.118644067797 409 1483 1501.30508474576 1443.40677966102 1463.67796610169 1531.76271186441 1585.37288135593 1685.28813559322 1781.30508474576 1819.40677966102 1805.91525423729 1721 2288 2360.50847457627 2334.28813559322 2352.47457627119 2394.27118644068 2438.67796610169 2497.61016949153 2513.76271186441 2502 2487.83050847458 2421 3463 3866.30508474576 3764.67796610169 3616.61016949153 3396.27118644068 3422.5593220339 3431.28813559322 3411.06779661017 3136.28813559322 3573.69491525424 3544
"76" 76 "aU" "M" 484 518.423728813559 549.135593220339 570.152542372881 585.35593220339 586.694915254237 585.627118644068 535.830508474576 456.64406779661 409.491525423729 356 1069 1037.66101694915 1034.64406779661 1036.05084745763 1030.08474576271 998.881355932203 957.322033898305 901.305084745763 848.338983050847 819.932203389831 921 2641 2659.40677966102 2696.5593220339 2722.10169491525 2739.05084745763 2781.1186440678 2808.81355932203 2880.03389830508 2180.08474576271 1954.25423728814 2064 3505 3399.37288135593 3339.18644067797 3327.96610169492 3336.27118644068 3349.61016949153 3345.93220338983 3340.50847457627 3131.94915254237 3232.45762711864 2941
"77" 77 "OY" "M" 438 551.932203389831 581.254237288136 596.016949152542 596.813559322034 569.898305084746 525.220338983051 486.474576271186 364.864406779661 169.491525423729 156 1211 1159.98305084746 1127.66101694915 1137.77966101695 1175.05084745763 1220.54237288136 1266.72881355932 1386.30508474576 1505.35593220339 1550.06779661017 1831 2558 2539.03389830508 2516.64406779661 2475.96610169492 2472.81355932203 2452.30508474576 2442.25423728814 2451.59322033898 2454.83050847458 2432.37288135593 2541 3345 3372.40677966102 3386.52542372881 3253.64406779661 3229.66101694915 3214 3249.66101694915 3238.96610169492 3245.06779661017 3270.32203389831 3382
"78" 78 "aI" "M" 632 641.322033898305 644.677966101695 633.745762711864 614.016949152542 541.474576271186 466.627118644068 440.864406779661 425.610169491525 450.525423728814 424 1499 1486.8813559322 1505.42372881356 1530.94915254237 1550.74576271186 1586.15254237288 1634.61016949153 1699.69491525424 1760.71186440678 1798.57627118644 1799 2272 2246.5593220339 2246.32203389831 2250.64406779661 2250.23728813559 2282.37288135593 2339.35593220339 2385.59322033898 2418.69491525424 2449.61016949153 2422 3394 3417.69491525424 3339.89830508475 3262.61016949153 3371.76271186441 3394.42372881356 3422.77966101695 3483.66101694915 3523.77966101695 3571.27118644068 3707
"79" 79 "aU" "M" 466 520.423728813559 566.881355932203 598.898305084746 611.966101694915 590.796610169491 566.677966101695 537.35593220339 484.847457627119 454.440677966102 364 1100 1078.54237288136 1067.52542372881 1069.28813559322 1026.40677966102 992.64406779661 1022.69491525424 1046.23728813559 1006.4406779661 1045.05084745763 1090 2299 2410.69491525424 2582.30508474576 2621.61016949153 2632.16949152542 2612.37288135593 2613.03389830508 2593.33898305085 2552.57627118644 2510.54237288136 2999 3357 3017.83050847458 3346.16949152542 3358.18644067797 3349.40677966102 3385.30508474576 3369.23728813559 3326.15254237288 3308.42372881356 3330.61016949153 3472
"80" 80 "aU" "M" 642 611.237288135593 604.406779661017 582.728813559322 546.305084745763 525.016949152542 509.457627118644 473.864406779661 425.237288135593 383.661016949153 272 1095 1056.77966101695 1031.72881355932 984.796610169492 934.169491525424 935 927.237288135593 927.779661016949 964.762711864407 1010.62711864407 1113 2502 2513.30508474576 2512.18644067797 2564.25423728814 2553.86440677966 2584.13559322034 2548.71186440678 2491.27118644068 2426.81355932203 2398.05084745763 2156 3458 3360.16949152542 3295.81355932203 3258.71186440678 3225.32203389831 3266.40677966102 3197.06779661017 3076.67796610169 2931.20338983051 2726.08474576271 3281
"81" 81 "aI" "M" 484 545.237288135593 597.593220338983 671.389830508475 692.169491525424 648.016949152542 583.152542372881 523.576271186441 444.06779661017 293.508474576271 246 1396 1306.8813559322 1245.66101694915 1279.5593220339 1332.52542372881 1400.54237288136 1500.22033898305 1613.76271186441 1758.86440677966 1943.66101694915 1970 2539 2604.98305084746 2338.22033898305 2317.61016949153 2302.4406779661 2286.05084745763 2276.15254237288 2270.47457627119 2179 2185.91525423729 2265 3526 3509.20338983051 3406.49152542373 3220.61016949153 3189.18644067797 3254.13559322034 3412.76271186441 3424.86440677966 3465.45762711864 3560.89830508475 3750
"82" 82 "aI" "M" 487 540.372881355932 572.559322033898 573.610169491525 559.338983050847 557.949152542373 559.661016949153 537.694915254237 509.305084745763 450.305084745763 410 1374 1394.52542372881 1396.27118644068 1401.94915254237 1452.22033898305 1524.38983050847 1617.8813559322 1685.71186440678 1758.76271186441 1779.52542372881 1674 2470 2379.62711864407 2251.67796610169 2324.69491525424 2345.79661016949 2377.84745762712 2407.49152542373 2432.72881355932 2456.61016949153 2438.30508474576 2257 3580 3525.03389830508 3478.15254237288 3453.8813559322 3443.4406779661 3443.93220338983 3484.61016949153 3531.50847457627 3531.33898305085 3523.33898305085 3527
"83" 83 "aI" "M" 707 719.101694915254 707.745762711864 718.932203389831 708.28813559322 696.440677966102 643.796610169491 623.779661016949 579.915254237288 507.525423728814 419 1188 1263.59322033898 1269.77966101695 1293.30508474576 1332.27118644068 1364.72881355932 1428.69491525424 1526.93220338983 1635.15254237288 1685.23728813559 1616 2567 2556.76271186441 2544.40677966102 2488.77966101695 2475.64406779661 2478.47457627119 2488.83050847458 2505.23728813559 2433.35593220339 2401.49152542373 2413 3243 3217.28813559322 3230.91525423729 3258.38983050847 3286.22033898305 3291.08474576271 3283.69491525424 3259.01694915254 2915.74576271186 2896.71186440678 2965
"84" 84 "OY" "M" 460 468.474576271186 480 488.677966101695 510.610169491525 505.406779661017 496.661016949153 479.474576271186 456.491525423729 434.728813559322 422 1016 1035.49152542373 1077.25423728814 1099.15254237288 1136.62711864407 1192.27118644068 1248.40677966102 1311.50847457627 1353.30508474576 1401.91525423729 1414 2538 2491.79661016949 2476.06779661017 2449.42372881356 2394.59322033898 2366.38983050847 2338.32203389831 2328.10169491525 2319.38983050847 2323.25423728814 2351 3278 3335.52542372881 3291.79661016949 3251.74576271186 3165.16949152542 3101.67796610169 3091.10169491525 3173.52542372881 3242.23728813559 3343.32203389831 3314
"85" 85 "aI" "M" 579 662.169491525424 679.728813559322 675.186440677966 666.118644067797 631.050847457627 542.389830508475 501.423728813559 392.322033898305 279.830508474576 215 1341 1349.54237288136 1350.45762711864 1357.4406779661 1378.76271186441 1436.4406779661 1577.50847457627 1746.4406779661 1785.45762711864 2052.59322033898 2054 2432 2467.40677966102 2455.28813559322 2437.15254237288 2466.16949152542 2449.47457627119 2422.98305084746 2443 2403.79661016949 2475.22033898305 2673 3339 3560.64406779661 3532.66101694915 3492.61016949153 3432.74576271186 3428.96610169492 3364.18644067797 3303.69491525424 3356.74576271186 3369.94915254237 3446
"86" 86 "aI" "M" 606 721.084745762712 770.949152542373 773.372881355932 699.389830508475 594.762711864407 480.135593220339 352.627118644068 327.372881355932 305.067796610169 227 1160 1208.10169491525 1291.98305084746 1375.86440677966 1444.8813559322 1662.57627118644 1860.01694915254 2101.28813559322 2113.74576271186 2042.64406779661 1843 2467 2452.81355932203 2494.40677966102 2463.59322033898 2478.4406779661 2505.91525423729 2462 2442.16949152542 2559.54237288136 2456.93220338983 2279 3415 3444.98305084746 3625.27118644068 3560.49152542373 3503.16949152542 3512.4406779661 3312.86440677966 3364.94915254237 3318.40677966102 3292.93220338983 3360
"87" 87 "OY" "M" 452 565.728813559322 594.254237288136 605.135593220339 615.508474576271 612.864406779661 603.474576271186 567.881355932203 483.898305084746 438.322033898305 326 1135 1116.54237288136 1110.40677966102 1104.13559322034 1139.22033898305 1184.10169491525 1225.5593220339 1260.15254237288 1317.76271186441 1329.06779661017 1122 2461 2575.18644067797 2605.61016949153 2571.71186440678 2495.96610169492 2447.49152542373 2417.13559322034 2371.61016949153 2358.96610169492 2339.37288135593 2225 2999 3275.64406779661 3261.76271186441 3284.38983050847 3258.50847457627 3254.15254237288 3223.74576271186 3203.38983050847 3116.77966101695 3145.98305084746 3335
