"sample" "diphtong" "speaker" "T3_0%" "T3_10%" "T3_20%" "T3_30%" "T3_40%" "T3_50%" "T3_60%" "T3_70%" "T3_80%" "T3_90%" "T3_100%"
"152" 152 "OY" "F" 2956 2777.27118644068 2762.38983050847 2859.03389830508 2771.52542372881 2690.50847457627 2707.35593220339 2503.77966101695 3314.67796610169 2920.22033898305 3157
"153" 153 "aI" "F" 2993 3061.93220338983 3072 3053.28813559322 3023.72881355932 3021.61016949153 3050.84745762712 3099.08474576271 3091.22033898305 3021.94915254237 3217
"154" 154 "aI" "F" 3073 3044.35593220339 2946.35593220339 2737.69491525424 2879.27118644068 2861.91525423729 2970.40677966102 3068.33898305085 2992.42372881356 3128.1186440678 3059
"155" 155 "aU" "F" 2740 2784.76271186441 2706.30508474576 2742.03389830508 2778.74576271186 2651.06779661017 2692.86440677966 2613.98305084746 2677.01694915254 2739.32203389831 2954.35335195531
"156" 156 "aU" "F" 3084 3035.77966101695 2983.35593220339 2942.62711864407 2973.06779661017 2928.03389830508 3039.91525423729 3130.01694915254 3096.06779661017 3034.96610169492 3290
"157" 157 "aI" "F" 3066 3194.1186440678 3080.71186440678 2941.66101694915 2882.06779661017 2963.38983050847 3031.98305084746 3137.15254237288 3067.64406779661 3041.1186440678 3127
"158" 158 "aU" "F" 2798 2764.27118644068 2793.94915254237 2841.03389830508 2856.64406779661 2953.64406779661 2873.03389830508 2898.32203389831 2915.5593220339 2734.4406779661 2648
"159" 159 "aU" "F" 3107 3031.20338983051 3036.45762711864 3105.05084745763 3145.62711864407 3256.96610169492 3006.1186440678 2962.81355932203 2923.52542372881 2956.98305084746 3083
"160" 160 "aI" "F" 2886 2970.1186440678 2888.96610169492 2803.49152542373 2798 2930.33898305085 2938.52542372881 3208.72881355932 3117.4406779661 3085.64406779661 3189
"161" 161 "aI" "F" 2953 2941.91525423729 2932.79661016949 3081.89830508475 3010.27118644068 3065.18644067797 3071.57627118644 3135.30508474576 3157.81355932203 3267.64406779661 3319
"162" 162 "aI" "F" 2914 2909.49152542373 2937.98305084746 2934.32203389831 2902.28813559322 2994.96610169492 3000.83050847458 3209 3379.69491525424 3156.91525423729 3084
"163" 163 "aI" "F" 2782 2819.62711864407 2886.40677966102 2833.54237288136 2750.10169491525 2787.10169491525 2879.40677966102 2890.52542372881 2640.37288135593 2715.37288135593 2556
"164" 164 "aI" "F" 3066 2864.4406779661 2808.84745762712 2888.93220338983 2861.64406779661 2938.13559322034 3004.38983050847 3077.40677966102 3045.32203389831 3184.74576271186 3227
"165" 165 "aI" "F" 2983 3048.49152542373 2876.5593220339 2909.93220338983 2773.74576271186 2841.62711864407 2911.45762711864 2926.27118644068 3018.38983050847 3110.54237288136 3503
"166" 166 "OY" "F" 2970 3008.05084745763 3053.1186440678 2935.98305084746 2856.1186440678 2791.64406779661 2735.35593220339 3545.18644067797 2755.32203389831 2824.54237288136 3035
"167" 167 "aU" "F" 2791 2953.93220338983 2907.71186440678 2946.4406779661 2883.27118644068 2933.32203389831 3244.57627118644 2987.8813559322 2967.64406779661 3005.16949152542 3124
"168" 168 "aI" "F" 2801 3111.61016949153 3085.45762711864 3329.54237288136 3213.94915254237 3049.89830508475 3028.10169491525 3077.18644067797 3058.93220338983 3094.69491525424 3113
"169" 169 "aU" "F" 2971 3470.01694915254 3250.79661016949 3218.01694915254 3169.01694915254 3273.33898305085 3260.20338983051 3331.79661016949 3586.59322033898 2541.89830508475 2618
"170" 170 "OY" "F" 2770 3567.59322033898 2786.59322033898 2897.91525423729 2902.01694915254 2807.27118644068 2668.76271186441 2632.89830508475 3180.08474576271 2730.47457627119 2880
"171" 171 "aI" "F" 2920 2973.05084745763 3033.89830508475 3032.01694915254 2939.76271186441 2939.8813559322 2922.05084745763 2991.93220338983 2977.33898305085 2949.30508474576 2951
"172" 172 "aU" "F" 2950 3047.06779661017 2970.32203389831 2920.08474576271 2910.93220338983 2952.13559322034 2868.59322033898 2981.32203389831 2971.25423728814 3092.22033898305 3184
"173" 173 "aU" "F" 2947 2917.45762711864 3026.45762711864 3073.23728813559 3218.96610169492 3024.77966101695 3008.81355932203 3018.83050847458 2833.10169491525 2596.22033898305 3398
"174" 174 "aI" "F" 3135 2996.05084745763 2980.18644067797 2932.64406779661 2891.37288135593 2881.66101694915 2891.57627118644 2846.35593220339 2912.94915254237 2804.27118644068 2672
"175" 175 "aI" "F" 2988 2987.72881355932 2944.18644067797 2916.16949152542 2922.03389830508 2992.72881355932 3014.50847457627 3026.27118644068 3027.05084745763 3067 3104
"176" 176 "aI" "F" 3071 3033.32203389831 3139.83050847458 3173.96610169492 3080.4406779661 3053.20338983051 3019.47457627119 3102.66101694915 3057.59322033898 3132.49152542373 3104
"177" 177 "OY" "F" 2559 2878.4406779661 2899.49152542373 2800.8813559322 2706.25423728814 2689.45762711864 2611.49152542373 2584.03389830508 3191.40677966102 3221.94915254237 3635
"178" 178 "aI" "F" 2884 2854.76271186441 2826.8813559322 3053.16949152542 2951.38983050847 2947.83050847458 2946.69491525424 2947 3084.96610169492 3240.91525423729 3100
"179" 179 "aI" "F" 2798 2820.84745762712 2645.32203389831 2903.62711864407 2868.77966101695 2804.5593220339 2853.89830508475 2887.03389830508 2993.96610169492 3325.16949152542 3089
"180" 180 "OY" "F" 2846 2689.23728813559 2816.23728813559 2848.86440677966 2743.52542372881 2696.03389830508 2702.72881355932 2630.30508474576 2615.01694915254 2595.33898305085 2658
"181" 181 "aU" "F" 2924 2932.94915254237 2935.8813559322 2938.62711864407 2993.49152542373 2975.42372881356 3001.25423728814 2992.10169491525 3038.52542372881 2783.64406779661 2971
"182" 182 "aI" "F" 2909 3015.76271186441 3002.57627118644 2997 2982.25423728814 2939.57627118644 2951.79661016949 2958.98305084746 2973.35593220339 3004.62711864407 3043
"183" 183 "aU" "F" 3071 3057.57627118644 2936.35593220339 2850.74576271186 2853.93220338983 2861.83050847458 2848.4406779661 2800.37288135593 2921.40677966102 2911.30508474576 2868
"184" 184 "aI" "F" 3071 2999.03389830508 2883.28813559322 2833.40677966102 2853.49152542373 2828.67796610169 2885.81355932203 2938.01694915254 2903.13559322034 2838.77966101695 2735
"185" 185 "aI" "F" 3067 2996.25423728814 3027.03389830508 3003.81355932203 2954.16949152542 2896.13559322034 2976.32203389831 2935.10169491525 2929.57627118644 2979.38983050847 3068
"186" 186 "aU" "F" 2820 3242.25423728814 3334.25423728814 3107.79661016949 3123.77966101695 2897.08474576271 3289.01694915254 3489.08474576271 3094.03413502509 2794.25423728814 2687
