"sample" "diphtong" "speaker" "T1_0%" "T1_10%" "T1_20%" "T1_30%" "T1_40%" "T1_50%" "T1_60%" "T1_70%" "T1_80%" "T1_90%" "T1_100%"
"177" 177 "OY" "F" 250 339.101694915254 439.322033898305 492.762711864407 500.915254237288 489.694915254237 387.864406779661 348.203389830508 354.372881355932 369.135593220339 309
"178" 178 "aI" "F" 551 837.779661016949 849.745762711864 893.813559322034 892.779661016949 831.271186440678 675.491525423729 507.915254237288 489 395.898305084746 293
"179" 179 "aI" "F" 636 748.491525423729 831.64406779661 856.847457627119 820.457627118644 708.135593220339 630.016949152542 544.508474576271 466.593220338983 439.559322033898 411
"180" 180 "OY" "F" 464 542.423728813559 527.016949152542 490.254237288136 488.237288135593 512.559322033898 498.64406779661 479.559322033898 460.762711864407 410.677966101695 338
"181" 181 "aU" "F" 744 740.728813559322 728.830508474576 708.898305084746 703.169491525424 597.796610169491 575.745762711864 477.71186440678 386.067796610169 303.694915254237 296
"182" 182 "aI" "F" 522 631.322033898305 724.389830508475 832.694915254237 914.372881355932 873.254237288136 782.593220338983 710.677966101695 635.745762711864 467.915254237288 282
"183" 183 "aU" "F" 536 694.169491525424 656.559322033898 663.677966101695 695.610169491525 545.271186440678 462.016949152542 465.084745762712 464.508474576271 409.830508474576 361
"184" 184 "aI" "F" 555 672.508474576271 723.406779661017 843.593220338983 817.64406779661 745.728813559322 638.694915254237 554.169491525424 496.898305084746 429.305084745763 353
"185" 185 "aI" "F" 514 646.779661016949 718.728813559322 884.627118644068 903.305084745763 894.35593220339 837.389830508475 748.135593220339 657.525423728814 527.966101694915 372
"186" 186 "aU" "F" 300 872.254237288136 640.610169491525 558.864406779661 544.440677966102 451.305084745763 409.067796610169 411 419.813559322034 440.593220338983 343
