"smpl" "percentage" "T1" "T2" "T3" "T4"
"3528" 59 79.66 473.949152542373 1436.61016949153 2247.13559322034 3082.13559322034
"3529" 59 81.36 473.203389830508 1445.5593220339 2234.45762711864 3113.45762711864
"3530" 59 83.05 471.372881355932 1467.52542372881 2255.94915254237 3145.32203389831
"3531" 59 84.75 467.118644067797 1492.93220338983 2289.96610169492 3168.16949152542
"3532" 59 86.44 459.016949152542 1516.72881355932 2323.18644067797 3176.37288135593
"3533" 59 88.14 437.389830508474 1554.76271186441 2349.28813559322 3184.57627118644
"3534" 59 89.83 408.406779661017 1566.52542372881 2364.35593220339 3196.98305084746
"3535" 59 91.53 381.762711864407 1568.08474576271 2367.47457627119 3206.81355932203
"3536" 59 93.22 364.728813559322 1570.84745762712 2357.54237288136 3209.01694915254
"3537" 59 94.92 352.796610169491 1564.13559322034 2337.40677966102 3209.76271186441
"3538" 59 96.61 339.847457627119 1551.83050847458 2298.96610169491 3202.8813559322
"3539" 59 98.31 319.050847457627 1532.33898305085 2257.32203389831 3207.69491525424
"3540" 59 100 284 1504 2226 3242
"3541" 60 0 542 1079 2003 3059
"3542" 60 1.69 554.203389830509 1097.91525423729 2005.74576271186 3063.57627118644
"3543" 60 3.39 566.406779661017 1116.83050847458 2008.49152542373 3068.15254237288
"3544" 60 5.08 578.610169491525 1135.74576271186 2011.23728813559 3072.72881355932
"3545" 60 6.78 581.779661016949 1150.47457627119 2019.27118644068 3102.42372881356
"3546" 60 8.47 581.474576271186 1163.59322033898 2029.33898305085 3141.77966101695
"3547" 60 10.17 581.169491525424 1176.71186440678 2039.40677966102 3181.13559322034
"3548" 60 11.86 582.491525423729 1190.64406779661 2052.05084745763 3209.50847457627
"3549" 60 13.56 585.847457627119 1205.59322033898 2067.91525423729 3224.15254237288
"3550" 60 15.25 589.203389830509 1220.54237288136 2083.77966101695 3238.79661016949
"3551" 60 16.95 592.406779661017 1234.57627118644 2098.1186440678 3252.77966101695
"3552" 60 18.64 594.847457627119 1244.03389830508 2104.83050847458 3263.45762711864
"3553" 60 20.34 597.28813559322 1253.49152542373 2111.54237288136 3274.13559322034
"3554" 60 22.03 599.728813559322 1262.94915254237 2118.25423728814 3284.81355932203
"3555" 60 23.73 604.338983050847 1274.30508474576 2125.50847457627 3285.72881355932
"3556" 60 25.42 609.220338983051 1285.89830508475 2132.83050847458 3285.42372881356
"3557" 60 27.12 614.101694915254 1297.49152542373 2140.15254237288 3285.1186440678
"3558" 60 28.81 617.491525423729 1308.15254237288 2150.08474576271 3283.32203389831
"3559" 60 30.51 619.932203389831 1318.22033898305 2161.67796610169 3280.57627118644
"3560" 60 32.2 622.372881355932 1328.28813559322 2173.27118644068 3277.83050847458
"3561" 60 33.9 623.28813559322 1336.83050847458 2184.15254237288 3276.50847457627
"3562" 60 35.59 621.152542372881 1342.32203389831 2193.61016949153 3278.03389830508
"3563" 60 37.29 619.016949152542 1347.81355932203 2203.06779661017 3279.5593220339
"3564" 60 38.98 616.915254237288 1353.27118644068 2211.76271186441 3284.47457627119
"3565" 60 40.68 615.389830508475 1358.15254237288 2207.49152542373 3347.01694915254
"3566" 60 42.37 613.864406779661 1363.03389830508 2203.22033898305 3409.5593220339
"3567" 60 44.07 612.338983050847 1367.91525423729 2198.94915254237 3472.10169491525
"3568" 60 45.76 612 1376.35593220339 2200.13559322034 3504.50847457627
"3569" 60 47.46 612 1385.81355932203 2202.8813559322 3528.30508474576
"3570" 60 49.15 612 1395.27118644068 2205.62711864407 3552.10169491525
"3571" 60 50.85 609.559322033898 1405.79661016949 2211.42372881356 3556.67796610169
"3572" 60 52.54 604.677966101695 1417.38983050847 2220.27118644068 3542.03389830508
"3573" 60 54.24 599.796610169491 1428.98305084746 2229.1186440678 3527.38983050847
"3574" 60 55.93 593.35593220339 1439.01694915254 2236.61016949153 3514.23728813559
"3575" 60 57.63 581.457627118644 1443.59322033898 2239.35593220339 3506.30508474576
"3576" 60 59.32 569.559322033898 1448.16949152542 2242.10169491525 3498.37288135593
"3577" 60 61.02 557.661016949153 1452.74576271186 2244.84745762712 3490.4406779661
"3578" 60 62.71 549.508474576271 1459.05084745763 2173.54237288136 3174.49152542373
"3579" 60 64.41 541.576271186441 1465.45762711864 2097.8813559322 2840.42372881356
"3580" 60 66.1 533.64406779661 1471.86440677966 2022.22033898305 2506.35593220339
"3581" 60 67.8 528.762711864407 1481.32203389831 1983.16949152542 2410.86440677966
"3582" 60 69.49 525.406779661017 1492.30508474576 1962.42372881356 2434.66101694915
"3583" 60 71.19 522.050847457627 1503.28813559322 1941.67796610169 2458.45762711864
"3584" 60 72.88 520.118644067797 1516.16949152542 1953.6779661017 2473.94915254237
"3585" 60 74.58 520.423728813559 1532.03389830508 2017.13559322034 2476.38983050847
"3586" 60 76.27 520.728813559322 1547.89830508475 2080.59322033898 2478.83050847458
"3587" 60 77.97 520.796610169491 1562.84745762712 2147.23728813559 2516.18644067797
"3588" 60 79.66 518.966101694915 1570.47457627119 2239.37288135593 2832.86440677966
"3589" 60 81.36 517.135593220339 1578.10169491525 2331.50847457627 3149.54237288136
"3590" 60 83.05 515.305084745763 1585.72881355932 2423.64406779661 3466.22033898305
"3591" 60 84.75 511.440677966102 1597.67796610169 2432.38983050847 3521.28813559322
"3592" 60 86.44 507.169491525424 1610.49152542373 2424.45762711864 3524.03389830508
"3593" 60 88.14 502.898305084746 1623.30508474576 2416.52542372881 3526.77966101695
"3594" 60 89.83 496.084745762712 1624.42372881356 2410.96610169492 3531.22033898305
"3595" 60 91.53 487.237288135593 1616.18644067797 2407.30508474576 3537.01694915254
"3596" 60 93.22 478.389830508475 1607.94915254237 2403.64406779661 3542.81355932203
"3597" 60 94.92 468.016949152542 1588.61016949153 2363.79661016949 3449.62711864407
"3598" 60 96.61 453.677966101695 1540.40677966102 2229.86440677966 3099.08474576271
"3599" 60 98.31 439.338983050847 1492.20338983051 2095.93220338983 2748.54237288135
"3600" 60 100 425 1444 1962 2398
"3601" 61 0 501 1104 2303 3275
"3602" 61 1.69 511.169491525424 1106.84745762712 2313.98305084746 3288.42372881356
"3603" 61 3.39 521.338983050847 1109.69491525424 2324.96610169492 3301.84745762712
"3604" 61 5.08 527.983050847458 1111.66101694915 2332.20338983051 3327.16949152542
"3605" 61 6.78 531.64406779661 1112.8813559322 2336.27118644068 3362.5593220339
"3606" 61 8.47 535.203389830509 1114.13559322034 2340.4406779661 3395.27118644068
"3607" 61 10.17 537.64406779661 1115.76271186441 2345.72881355932 3398.52542372881
"3608" 61 11.86 540.084745762712 1117.38983050847 2351.01694915254 3401.77966101695
"3609" 61 13.56 545.830508474576 1122.83050847458 2359.35593220339 3403.50847457627
"3610" 61 15.25 553.559322033898 1130.5593220339 2369.52542372881 3404.32203389831
"3611" 61 16.95 561.152542372881 1138.49152542373 2378.81355932203 3402.76271186441
"3612" 61 18.64 568.067796610169 1147.4406779661 2383.69491525424 3389.33898305085
"3613" 61 20.34 574.983050847458 1156.38983050847 2388.57627118644 3375.91525423729
"3614" 61 22.03 581.610169491525 1163.61016949153 2388.27118644068 3374.01694915254
"3615" 61 23.73 588.118644067797 1170.1186440678 2385.83050847458 3376.86440677966
"3616" 61 25.42 594.830508474576 1175.81355932203 2381.66101694915 3379.61016949153
"3617" 61 27.12 602.152542372881 1179.06779661017 2372.30508474576 3382.05084745763
"3618" 61 28.81 609.474576271186 1182.32203389831 2362.94915254237 3384.49152542373
"3619" 61 30.51 616.796610169491 1184.93220338983 2350.69491525424 3384.35593220339
"3620" 61 32.2 624.118644067797 1187.37288135593 2337.67796610169 3383.54237288136
"3621" 61 33.9 631.033898305085 1190.62711864407 2326.01694915254 3381.91525423729
"3622" 61 35.59 637.135593220339 1195.50847457627 2317.06779661017 3378.66101694915
"3623" 61 37.29 643.237288135593 1200.38983050847 2308.1186440678 3375.40677966102
"3624" 61 38.98 648.271186440678 1208.47457627119 2305.57627118644 3372.86440677966
"3625" 61 40.68 653.152542372881 1217.01694915254 2303.94915254237 3370.42372881356
"3626" 61 42.37 655.830508474576 1226.06779661017 2300.28813559322 3369
"3627" 61 44.07 655.423728813559 1235.83050847458 2293.77966101695 3369
"3628" 61 45.76 655.016949152542 1245.59322033898 2287.27118644068 3369
"3629" 61 47.46 651.491525423729 1256.13559322034 2287.77966101695 3371.72881355932
"3630" 61 49.15 647.830508474576 1266.71186440678 2288.59322033898 3374.57627118644
"3631" 61 50.85 643.966101694915 1278.30508474576 2288.79661016949 3382.91525423729
"3632" 61 52.54 639.898305084746 1290.91525423729 2288.38983050847 3396.74576271186
"3633" 61 54.24 635.779661016949 1303.71186440678 2288.35593220339 3410.08474576271
"3634" 61 55.93 630.491525423729 1320.79661016949 2296.89830508475 3412.1186440678
"3635" 61 57.63 625.203389830509 1337.8813559322 2305.4406779661 3414.15254237288
"3636" 61 59.32 619.677966101695 1357.81355932203 2313.74576271186 3387.23728813559
"3637" 61 61.02 613.983050847458 1379.77966101695 2321.8813559322 3339.64406779661
"3638" 61 62.71 608.135593220339 1400.93220338983 2329.66101694915 3297.28813559322
"3639" 61 64.41 601.220338983051 1416.38983050847 2334.94915254237 3291.59322033898
"3640" 61 66.1 594.305084745763 1431.84745762712 2340.23728813559 3285.89830508475
"3641" 61 67.8 587.932203389831 1443.23728813559 2343.35593220339 3278.30508474576
"3642" 61 69.49 581.830508474576 1452.59322033898 2345.38983050847 3269.76271186441
"3643" 61 71.19 576.661016949153 1462.79661016949 2346.23728813559 3256.05084745763
"3644" 61 72.88 575.033898305085 1476.22033898305 2342.57627118644 3222.69491525424
"3645" 61 74.58 573.406779661017 1489.64406779661 2338.91525423729 3189.33898305085
"3646" 61 76.27 570.864406779661 1502.76271186441 2338.61016949153 3180.69491525424
"3647" 61 77.97 568.016949152542 1515.77966101695 2339.42372881356 3180.28813559322
"3648" 61 79.66 564.932203389831 1528.5593220339 2341.18644067797 3184.27118644068
"3649" 61 81.36 561.271186440678 1540.76271186441 2345.25423728814 3198.91525423729
"3650" 61 83.05 557.610169491525 1552.96610169492 2349.32203389831 3213.5593220339
"3651" 61 84.75 554.28813559322 1563.81355932203 2355.42372881356 3216.67796610169
"3652" 61 86.44 551.033898305085 1574.38983050847 2361.93220338983 3217.49152542373
"3653" 61 88.14 549.305084745763 1585.8813559322 2368.13559322034 3218.76271186441
"3654" 61 89.83 550.118644067797 1598.89830508475 2373.83050847458 3220.79661016949
"3655" 61 91.53 550.932203389831 1611.91525423729 2379.52542372881 3222.83050847458
"3656" 61 93.22 555.847457627119 1624.18644067797 2381.1186440678 3242.76271186441
"3657" 61 94.92 561.135593220339 1636.38983050847 2382.33898305085 3264.32203389831
"3658" 61 96.61 566.423728813559 1647.10169491525 2388.03389830508 3282.89830508475
"3659" 61 98.31 571.71186440678 1656.05084745763 2399.01694915254 3297.94915254237
"3660" 61 100 577 1665 2410 3313
"3661" 62 0 749 1143 2416 3355
"3662" 62 1.69 743.406779661017 1135.37288135593 2418.03389830508 3321.94915254237
"3663" 62 3.39 737.372881355932 1127.91525423729 2420.38983050847 3290.72881355932
"3664" 62 5.08 718.559322033898 1125.37288135593 2432.08474576271 3312.59322033898
"3665" 62 6.78 700.423728813559 1122.86440677966 2443.50847457627 3333.61016949153
"3666" 62 8.47 691.779661016949 1120.83050847458 2451.13559322034 3342.76271186441
"3667" 62 10.17 682.881355932203 1118.69491525424 2459.06779661017 3350.79661016949
"3668" 62 11.86 671.694915254237 1115.64406779661 2469.74576271186 3348.76271186441
"3669" 62 13.56 660.983050847458 1112.32203389831 2480.01694915254 3347.47457627119
"3670" 62 15.25 653.35593220339 1107.23728813559 2487.64406779661 3351.03389830508
"3671" 62 16.95 645.305084745763 1101.22033898305 2494.67796610169 3353.49152542373
"3672" 62 18.64 635.135593220339 1090.54237288136 2498.74576271186 3350.4406779661
"3673" 62 20.34 626.186440677966 1080.37288135593 2502.30508474576 3347.79661016949
"3674" 62 22.03 622.118644067797 1072.23728813559 2503.83050847458 3346.77966101695
"3675" 62 23.73 617.813559322034 1064.10169491525 2506.42372881356 3343.74576271186
"3676" 62 25.42 612.728813559322 1055.96610169492 2512.52542372881 3334.08474576271
"3677" 62 27.12 608.186440677966 1047.5593220339 2518.22033898305 3321.71186440678
"3678" 62 28.81 605.135593220339 1038.40677966102 2522.79661016949 3301.8813559322
"3679" 62 30.51 600.71186440678 1028.18644067797 2527.83050847458 3278.23728813559
"3680" 62 32.2 593.084745762712 1015.47457627119 2533.93220338983 3245.69491525424
"3681" 62 33.9 586.474576271186 1003.77966101695 2538 3227.22033898305
"3682" 62 35.59 581.898305084746 994.118644067797 2538 3236.8813559322
"3683" 62 37.29 576.389830508475 983.525423728814 2537.81355932203 3236.66101694915
"3684" 62 38.98 569.271186440678 971.322033898305 2537.30508474576 3219.37288135593
"3685" 62 40.68 563.576271186441 959.525423728814 2538.01694915254 3198.22033898305
"3686" 62 42.37 560.016949152542 948.338983050847 2540.5593220339 3171.27118644068
"3687" 62 44.07 555.135593220339 933.627118644068 2541.77966101695 3153.13559322034
"3688" 62 45.76 548.525423728814 914.305084745763 2541.27118644068 3146.52542372881
"3689" 62 47.46 540.491525423729 901.627118644068 2537.67796610169 3134.69491525424
"3690" 62 49.15 530.830508474576 896.542372881356 2530.5593220339 3116.89830508475
"3691" 62 50.85 520.915254237288 892.728813559322 2523.94915254237 3100.8813559322
"3692" 62 52.54 510.745762711864 890.186440677966 2517.84745762712 3086.64406779661
"3693" 62 54.24 501.661016949153 884.389830508475 2513.64406779661 3082.98305084746
"3694" 62 55.93 493.525423728814 875.745762711864 2511.10169491525 3088.57627118644
"3695" 62 57.63 475.305084745763 867.677966101695 2508.84745762712 3092.4406779661
"3696" 62 59.32 449.372881355932 860.050847457627 2506.81355932203 3094.98305084746
"3697" 62 61.02 439.610169491525 858.525423728814 2505.38983050847 3096.30508474576
"3698" 62 62.71 440.627118644068 861.067796610169 2504.37288135593 3096.81355932203
"3699" 62 64.41 443.254237288136 860.71186440678 2500.77966101695 3103.1186440678
"3700" 62 66.1 446.813559322034 858.677966101695 2495.69491525424 3112.77966101695
"3701" 62 67.8 449.016949152542 855.966101694915 2506.54237288136 3165.49152542373
"3702" 62 69.49 450.542372881356 852.915254237288 2525.35593220339 3239.72881355932
"3703" 62 71.19 451 853.067796610169 2527.08474576271 3243.49152542373
"3704" 62 72.88 451 854.593220338983 2521.49152542373 3217.05084745763
"3705" 62 74.58 432.728813559322 843.813559322034 2515.89830508475 3182.77966101695
"3706" 62 76.27 407.813559322034 828.559322033898 2510.30508474576 3145.66101694915
"3707" 62 77.97 394.593220338983 874.508474576271 2531.22033898305 3141.67796610169
"3708" 62 79.66 384.932203389831 939.084745762712 2560.20338983051 3147.77966101695
"3709" 62 81.36 393.576271186441 958.508474576271 2570.47457627119 3149
"3710" 62 83.05 406.796610169491 966.64406779661 2576.06779661017 3149
"3711" 62 84.75 413.237288135593 968 2578.69491525424 3166.79661016949
"3712" 62 86.44 418.322033898305 968 2580.72881355932 3188.15254237288
"3713" 62 88.14 402.254237288136 987.830508474576 2574.83050847458 3287.50847457627
"3714" 62 89.83 382.932203389831 1010.71186440678 2567.71186440678 3398.86440677966
"3715" 62 91.53 309.610169491526 1007.05084745763 2600.40677966102 3414.1186440678
"3716" 62 93.22 230.288135593221 1000.4406779661 2637.52542372881 3418.69491525424
"3717" 62 94.92 225.949152542373 1014.71186440678 2550.77966101695 3407.61016949153
"3718" 62 96.61 226.966101694915 1030.47457627119 2455.18644067797 3395.40677966102
"3719" 62 98.31 376.229824288602 1059.50847457627 2293.72881355932 3412.69491525424
"3720" 62 100 530.605504587156 1089 2130 3431
"3721" 63 0 478 1039 2453 3366
"3722" 63 1.69 486.949152542373 1044.96610169492 2471.27118644068 3366
"3723" 63 3.39 495.898305084746 1050.93220338983 2489.54237288136 3366
"3724" 63 5.08 503.423728813559 1053.93220338983 2505.32203389831 3360.54237288136
"3725" 63 6.78 507.898305084746 1050.57627118644 2515.76271186441 3343.38983050847
"3726" 63 8.47 512.372881355932 1047.22033898305 2526.20338983051 3326.23728813559
"3727" 63 10.17 514.71186440678 1039.59322033898 2530.94915254237 3310.27118644068
"3728" 63 11.86 515.830508474576 1029.52542372881 2532.4406779661 3294.98305084746
"3729" 63 13.56 516.949152542373 1019.45762711864 2533.93220338983 3279.69491525424
"3730" 63 15.25 518.067796610169 1008.67796610169 2534.35593220339 3278.28813559322
"3731" 63 16.95 519.186440677966 997.864406779661 2534.72881355932 3277.54237288136
"3732" 63 18.64 520.203389830509 988.067796610169 2535.20338983051 3276.89830508475
"3733" 63 20.34 520.949152542373 980.983050847458 2535.94915254237 3276.52542372881
"3734" 63 22.03 521.694915254237 973.898305084746 2536.69491525424 3276.15254237288
"3735" 63 23.73 522.440677966102 968.576271186441 2537.8813559322 3270.49152542373
"3736" 63 25.42 523.186440677966 964.474576271186 2539.37288135593 3261.16949152542
"3737" 63 27.12 523.932203389831 960.372881355932 2540.86440677966 3251.84745762712
"3738" 63 28.81 525.016949152542 957.627118644068 2540.32203389831 3247.94915254237
"3739" 63 30.51 526.135593220339 955.016949152542 2539.57627118644 3244.59322033898
"3740" 63 32.2 527.508474576271 952.915254237288 2539.42372881356 3241.23728813559
"3741" 63 33.9 529.745762711864 952.542372881356 2541.28813559322 3237.8813559322
"3742" 63 35.59 531.983050847458 952.169491525424 2543.15254237288 3234.52542372881
"3743" 63 37.29 533.610169491525 952.813559322034 2543.18644067797 3236.05084745763
"3744" 63 38.98 534.728813559322 954.305084745763 2541.69491525424 3241.64406779661
"3745" 63 40.68 535.847457627119 955.796610169491 2540.20338983051 3247.23728813559
"3746" 63 42.37 534.389830508475 956.322033898305 2540.64406779661 3245.42372881356
"3747" 63 44.07 532.525423728814 956.694915254237 2541.38983050847 3242.4406779661
"3748" 63 45.76 530.728813559322 956.932203389831 2542.94915254237 3239.86440677966
"3749" 63 47.46 529.237288135593 956.559322033898 2548.16949152542 3239.1186440678
"3750" 63 49.15 527.745762711864 956.186440677966 2553.38983050847 3238.37288135593
"3751" 63 50.85 526.627118644068 957.677966101695 2555.06779661017 3232.03389830508
"3752" 63 52.54 525.881355932203 961.033898305085 2553.20338983051 3220.10169491525
"3753" 63 54.24 525.135593220339 964.389830508475 2551.33898305085 3208.16949152542
"3754" 63 55.93 522.254237288136 966.525423728814 2552.22033898305 3207.83050847458
"3755" 63 57.63 518.898305084746 968.389830508475 2553.71186440678 3210.06779661017
"3756" 63 59.32 515.64406779661 969.237288135593 2556.52542372881 3213.22033898305
"3757" 63 61.02 513.033898305085 963.64406779661 2567.71186440678 3222.16949152542
"3758" 63 62.71 510.423728813559 958.050847457627 2578.89830508475 3231.1186440678
"3759" 63 64.41 508.661016949153 952.28813559322 2585.50847457627 3234.64406779661
"3760" 63 66.1 507.915254237288 946.322033898305 2586.62711864407 3231.66101694915
"3761" 63 67.8 507.169491525424 940.35593220339 2587.74576271186 3228.67796610169
"3762" 63 69.49 504.983050847458 934.966101694915 2588.57627118644 3227.42372881356
"3763" 63 71.19 502.372881355932 929.745762711864 2589.32203389831 3226.67796610169
"3764" 63 72.88 499.322033898305 924.796610169491 2590.40677966102 3225.96610169492
"3765" 63 74.58 491.864406779661 922.559322033898 2594.8813559322 3225.59322033898
"3766" 63 76.27 484.406779661017 920.322033898305 2599.35593220339 3225.22033898305
"3767" 63 77.97 475.271186440678 920.830508474576 2601.23728813559 3223.62711864407
"3768" 63 79.66 463.71186440678 925.305084745763 2599.37288135593 3220.27118644068
"3769" 63 81.36 452.152542372881 929.779661016949 2597.50847457627 3216.91525423729
"3770" 63 83.05 422.966101694915 929.915254237288 2600.25423728814 3218.4406779661
"3771" 63 84.75 387.169491525424 928.423728813559 2604.72881355932 3221.79661016949
"3772" 63 86.44 351.305084745763 926.525423728814 2610.18644067797 3225.30508474576
"3773" 63 88.14 314.016949152542 916.084745762712 2636.28813559322 3232.01694915254
"3774" 63 89.83 276.728813559322 905.64406779661 2662.38983050847 3238.72881355932
"3775" 63 91.53 245.949152542373 905.779661016949 2685.37288135593 3226.45762711864
"3776" 63 93.22 226.559322033898 924.423728813559 2702.89830508475 3180.96610169492
"3777" 63 94.92 207.169491525424 943.06779661017 2720.42372881356 3135.47457627119
"3778" 63 96.61 284.798009640803 959.677966101695 2623.28813559322 3129.89830508475
"3779" 63 98.31 407.701757113979 975.338983050847 2472.64406779661 3142.94915254237
"3780" 63 100 530.605504587156 991 2322 3156
"3781" 64 0 479 1105 2040 3386
"3782" 64 1.69 491.779661016949 1122.84745762712 2033.38983050847 3351.62711864407
"3783" 64 3.39 504.559322033898 1140.69491525424 2026.77966101695 3317.25423728814
"3784" 64 5.08 517.338983050847 1158.54237288136 2020.16949152542 3282.8813559322
"3785" 64 6.78 530.118644067797 1176.38983050847 2013.5593220339 3248.50847457627
"3786" 64 8.47 539.949152542373 1191.38983050847 2014.16949152542 3229.49152542373
"3787" 64 10.17 546.338983050847 1203.06779661017 2023.20338983051 3228.38983050847
"3788" 64 11.86 552.728813559322 1214.74576271186 2032.23728813559 3227.28813559322
"3789" 64 13.56 559.118644067797 1226.42372881356 2041.27118644068 3226.18644067797
"3790" 64 15.25 565.508474576271 1238.10169491525 2050.30508474576 3225.08474576271
"3791" 64 16.95 567.627118644068 1247.54237288136 2053.84745762712 3241.47457627119
"3792" 64 18.64 569.389830508475 1256.79661016949 2056.93220338983 3259.32203389831
"3793" 64 20.34 571.152542372881 1266.05084745763 2060.01694915254 3277.16949152542
"3794" 64 22.03 572.915254237288 1275.30508474576 2063.10169491525 3295.01694915254
"3795" 64 23.73 573.322033898305 1282.61016949153 2069.91525423729 3317.69491525424
"3796" 64 25.42 571.559322033898 1286.79661016949 2082.69491525424 3348.10169491525
"3797" 64 27.12 569.796610169491 1290.98305084746 2095.47457627119 3378.50847457627
"3798" 64 28.81 568.033898305085 1295.16949152542 2108.25423728814 3408.91525423729
"3799" 64 30.51 566.271186440678 1299.35593220339 2121.03389830508 3439.32203389831
"3800" 64 32.2 564.322033898305 1305.96610169492 2137.35593220339 3441.57627118644
"3801" 64 33.9 562.338983050847 1313.01694915254 2154.32203389831 3438.71186440678
"3802" 64 35.59 560.35593220339 1320.06779661017 2171.28813559322 3435.84745762712
"3803" 64 37.29 558.372881355932 1327.1186440678 2188.25423728814 3432.98305084746
"3804" 64 38.98 557.067796610169 1336.67796610169 2204.27118644068 3431.40677966102
"3805" 64 40.68 557.28813559322 1351.8813559322 2218.15254237288 3432.72881355932
"3806" 64 42.37 557.508474576271 1367.08474576271 2232.03389830508 3434.05084745763
"3807" 64 44.07 557.728813559322 1382.28813559322 2245.91525423729 3435.37288135593
"3808" 64 45.76 557.949152542373 1397.49152542373 2259.79661016949 3436.69491525424
"3809" 64 47.46 557.491525423729 1407.27118644068 2271.64406779661 3440.38983050847
"3810" 64 49.15 556.830508474576 1415.42372881356 2282.8813559322 3444.79661016949
"3811" 64 50.85 556.169491525424 1423.57627118644 2294.1186440678 3449.20338983051
"3812" 64 52.54 555.508474576271 1431.72881355932 2305.35593220339 3453.61016949153
"3813" 64 54.24 554.64406779661 1439.06779661017 2316.74576271186 3457.35593220339
"3814" 64 55.93 553.101694915254 1443.69491525424 2328.64406779661 3458.89830508475
"3815" 64 57.63 551.559322033898 1448.32203389831 2340.54237288136 3460.4406779661
"3816" 64 59.32 550.016949152542 1452.94915254237 2352.4406779661 3461.98305084746
"3817" 64 61.02 548.474576271186 1457.57627118644 2364.33898305085 3463.52542372881
"3818" 64 62.71 545.71186440678 1461.59322033898 2375.93220338983 3463.54237288136
"3819" 64 64.41 542.406779661017 1465.33898305085 2387.38983050847 3462.8813559322
"3820" 64 66.1 539.101694915254 1469.08474576271 2398.84745762712 3462.22033898305
"3821" 64 67.8 535.796610169491 1472.83050847458 2410.30508474576 3461.5593220339
"3822" 64 69.49 532.830508474576 1477.83050847458 2420.84745762712 3461.03389830508
"3823" 64 71.19 531.728813559322 1489.72881355932 2426.35593220339 3461.25423728814
"3824" 64 72.88 530.627118644068 1501.62711864407 2431.86440677966 3461.47457627119
"3825" 64 74.58 529.525423728814 1513.52542372881 2437.37288135593 3461.69491525424
"3826" 64 76.27 528.423728813559 1525.42372881356 2442.8813559322 3461.91525423729
"3827" 64 77.97 524.067796610169 1537.45762711864 2445 3464.84745762712
"3828" 64 79.66 517.677966101695 1549.57627118644 2445 3469.47457627119
"3829" 64 81.36 511.28813559322 1561.69491525424 2445 3474.10169491525
"3830" 64 83.05 504.898305084746 1573.81355932203 2445 3478.72881355932
"3831" 64 84.75 499.033898305085 1584.8813559322 2444.08474576271 3483.69491525424
"3832" 64 86.44 499.474576271186 1583.33898305085 2432.18644067797 3492.72881355932
"3833" 64 88.14 499.915254237288 1581.79661016949 2420.28813559322 3501.76271186441
"3834" 64 89.83 500.35593220339 1580.25423728814 2408.38983050847 3510.79661016949
"3835" 64 91.53 500.796610169492 1578.71186440678 2396.49152542373 3519.83050847458
"3836" 64 93.22 495.305084745763 1576.69491525424 2379.61016949153 3527.91525423729
"3837" 64 94.92 484.728813559322 1574.27118644068 2358.45762711864 3535.18644067797
"3838" 64 96.61 474.152542372881 1571.84745762712 2337.30508474576 3542.45762711864
"3839" 64 98.31 463.576271186441 1569.42372881356 2316.15254237288 3549.72881355932
"3840" 64 100 453 1567 2295 3557
"3841" 65 0 459 1355 2624 3503
"3842" 65 1.69 470.389830508475 1298.05084745763 2569.89830508475 3501.57627118644
"3843" 65 3.39 481.779661016949 1241.10169491525 2515.79661016949 3500.15254237288
"3844" 65 5.08 485.542372881356 1244.74576271186 2514.66101694915 3501.27118644068
"3845" 65 6.78 488.389830508475 1255.66101694915 2519.8813559322 3502.69491525424
"3846" 65 8.47 491.237288135593 1280.37288135593 2520.25423728814 3525.37288135593
"3847" 65 10.17 494.084745762712 1308.84745762712 2519.30508474576 3553.84745762712
"3848" 65 11.86 507.237288135593 1322.50847457627 2512.8813559322 3548.50847457627
"3849" 65 13.56 525.271186440678 1329.15254237288 2503.86440677966 3527.15254237288
"3850" 65 15.25 536.254237288136 1331.45762711864 2494.84745762712 3520.71186440678
"3851" 65 16.95 541.949152542373 1330.50847457627 2485.83050847458 3525.45762711864
"3852" 65 18.64 547.64406779661 1328.89830508475 2478.79661016949 3528
"3853" 65 20.34 553.338983050847 1326.52542372881 2474.05084745763 3528
"3854" 65 22.03 559.033898305085 1321.61016949153 2471 3507.49152542373
"3855" 65 23.73 564.728813559322 1312.1186440678 2471 3450.06779661017
"3856" 65 25.42 567.694915254237 1300.01694915254 2466.84745762712 3402.13559322034
"3857" 65 27.12 562.474576271186 1280.08474576271 2450.23728813559 3382.67796610169
"3858" 65 28.81 558.881355932203 1262.18644067797 2432.67796610169 3364.71186440678
"3859" 65 30.51 565.050847457627 1256.49152542373 2409.42372881356 3355.69491525424
"3860" 65 32.2 571.067796610169 1250.91525423729 2387.13559322034 3348.40677966102
"3861" 65 33.9 572.966101694915 1248.54237288136 2390.93220338983 3387.79661016949
"3862" 65 35.59 574.864406779661 1246.16949152542 2394.72881355932 3427.18644067797
"3863" 65 37.29 567.949152542373 1232.33898305085 2387.50847457627 3419.86440677966
"3864" 65 38.98 560.35593220339 1217.62711864407 2379.4406779661 3408.94915254237
"3865" 65 40.68 562.508474576271 1207.98305084746 2361.23728813559 3384
"3866" 65 42.37 566.779661016949 1199.4406779661 2340.83050847458 3356
"3867" 65 44.07 572.067796610169 1196.66101694915 2331.61016949153 3319.86440677966
"3868" 65 45.76 577.762711864407 1196.18644067797 2326.86440677966 3280.47457627119
"3869" 65 47.46 579.423728813559 1191.67796610169 2327.01694915254 3259.23728813559
"3870" 65 49.15 578.474576271186 1184.5593220339 2330.33898305085 3249.74576271186
